city,State_ab,State_name,population,density
Carytown,MO,Missouri,283.0,7.0
Caryville,TN,Tennessee,1219.5,99.5
Casa,AR,Arkansas,167.0,59.0
Casa Blanca,AZ,Arizona,1004.0,24.0
Casa Colorada,NM,New Mexico,125.0,8.0
Casa Conejo,CA,California,3372.0,2760.0
Casa Grande,AZ,Arizona,61966.0,204.0
Casa de Oro-Mount Helix,CA,California,19804.0,1116.0
Casar,NC,North Carolina,293.0,64.0
Casas,TX,Texas,40.0,1719.0
Casas Adobes,AZ,Arizona,70166.0,1016.0
Cascade,IA,Iowa,1181.25,321.5
Cascade Locks,OR,Oregon,1161.0,215.0
Cascade Valley,WA,Washington,1673.0,216.0
Cascade-Chipita Park,CO,Colorado,1233.0,35.0
Cascades,VA,Virginia,11389.0,1192.0
Cascadia,OR,Oregon,117.0,9.0
Casco,WI,Wisconsin,585.0,339.0
Caseville,MI,Michigan,735.0,253.0
Casey,IL,Illinois,1541.0,339.5
Caseyville,IL,Illinois,4110.0,218.0
Cash,AR,Arkansas,360.0,378.0
Cashiers,NC,North Carolina,137.0,49.0
Cashion,OK,Oklahoma,871.0,196.0
Cashion Community,TX,Texas,355.0,72.0
Cashmere,WA,Washington,4893.0,1052.0
Cashton,WI,Wisconsin,1112.0,336.0
Cashtown,PA,Pennsylvania,235.0,60.0
Casmalia,CA,California,144.0,295.0
Casnovia,MI,Michigan,321.0,116.0
Caspar,CA,California,608.0,78.0
Casper,WY,Wyoming,67598.0,843.0
Casper Mountain,WY,Wyoming,835.0,31.0
Caspian,MI,Michigan,845.0,228.0
Cass,WV,West Virginia,42.0,20.0
Cass City,MI,Michigan,2276.0,497.0
Cass Lake,MN,Minnesota,756.0,253.0
Cassadaga,NY,New York,593.0,273.0
Cassandra,PA,Pennsylvania,134.0,677.0
Cassel,CA,California,247.0,47.0
Casselberry,FL,Florida,28757.0,1601.0
Casselman,PA,Pennsylvania,93.0,178.0
Casselton,ND,North Dakota,2475.0,489.0
Cassoday,KS,Kansas,123.0,139.0
Cassopolis,MI,Michigan,1699.0,326.0
Casstown,OH,Ohio,278.0,1105.0
Cassville,MO,Missouri,1640.75,235.75
Castaic,CA,California,19400.0,1031.0
Castalia,OH,Ohio,414.3333333333333,181.33333333333334
Castalian Springs,TN,Tennessee,428.0,28.0
Castana,IA,Iowa,133.0,55.0
Castine,OH,Ohio,135.0,687.0
Castle,OK,Oklahoma,103.0,225.0
Castle Dale,UT,Utah,2646.0,257.0
Castle Hayne,NC,North Carolina,1027.0,83.0
Castle Hill,CA,California,1426.0,757.0
Castle Hills,TX,Texas,4470.0,698.0
Castle Pines,CO,Colorado,10763.0,433.0
Castle Pines Village,CO,Colorado,4553.0,394.0
Castle Point,MO,Missouri,2820.0,1791.0
Castle Rock,CO,Colorado,35699.0,598.0
Castle Shannon,PA,Pennsylvania,8216.0,1986.0
Castle Valley,UT,Utah,350.0,14.0
Castleberry,AL,Alabama,540.0,121.0
Castleford,ID,Idaho,250.0,1008.0
Castleton-on-Hudson,NY,New York,1462.0,790.0
Castlewood,VA,Virginia,1213.0,155.0
Castor,LA,Louisiana,242.0,78.0
Castorland,NY,New York,343.0,412.0
Castro Valley,CA,California,63013.0,1466.0
Castroville,CA,California,5611.0,1442.0
Caswell Beach,NC,North Carolina,431.0,56.0
Catahoula,LA,Louisiana,1054.0,132.0
Catalina,AZ,Arizona,7910.0,215.0
Catalina Foothills,AZ,Arizona,50454.0,465.0
Cataract,WI,Wisconsin,172.0,111.0
Catarina,TX,Texas,228.0,23.0
Catasauqua,PA,Pennsylvania,6599.0,1972.0
Catawba,SC,South Carolina,526.25,141.75
Catawissa,PA,Pennsylvania,1466.0,1102.0
Cataño,PR,Puerto Rico,24271.0,1921.0
Catharine,KS,Kansas,130.0,28.0
Cathay,ND,North Dakota,39.0,81.0
Cathcart,WA,Washington,2426.0,242.0
Cathedral,CO,Colorado,13.0,0.0
Cathedral City,CA,California,55007.0,944.0
Catherine,CO,Colorado,320.0,143.0
Catheys Valley,CA,California,604.0,9.0
Cathlamet,WA,Washington,572.0,440.0
Catlett,VA,Virginia,162.0,19.0
Catlettsburg,KY,Kentucky,1747.0,506.0
Catlin,IL,Illinois,1926.0,875.0
Catonsville,MD,Maryland,41547.0,1148.0
Catoosa,OK,Oklahoma,6953.0,240.0
Catron,MO,Missouri,60.0,62.0
Cats Bridge,VA,Virginia,141.0,17.0
Cattaraugus,NY,New York,904.0,312.0
Cattle Creek,CO,Colorado,604.0,180.0
Caulksville,AR,Arkansas,209.0,59.0
Causey,NM,New Mexico,98.0,10.0
Cavalero,WA,Washington,5370.0,1299.0
Cavalier,ND,North Dakota,1238.0,558.0
Cave,MO,Missouri,5.0,2.0
Cave City,KY,Kentucky,2176.5,251.0
Cave Creek,AZ,Arizona,5838.0,59.0
Cave Junction,OR,Oregon,1977.0,422.0
Cave Spring,VA,Virginia,13535.5,476.5
Cave Springs,AR,Arkansas,5276.0,257.0
Cave-In-Rock,IL,Illinois,280.0,289.0
Cavetown,MD,Maryland,1129.0,228.0
Cavour,SD,South Dakota,123.0,115.0
Cawker City,KS,Kansas,433.0,166.0
Cawood,KY,Kentucky,501.0,132.0
Cayce,SC,South Carolina,7049.5,171.0
Cayey,PR,Puerto Rico,14347.0,2181.0
Cayuco,PR,Puerto Rico,1204.0,1547.0
Cayucos,CA,California,2630.0,327.0
Cayuga,IN,Indiana,445.25,164.5
Cayuga Heights,NY,New York,3604.0,787.0
Cayuse,OR,Oregon,45.0,6.0
Cazadero,CA,California,340.0,18.0
Cazenovia,WI,Wisconsin,310.0,130.0
Cañada de los Alamos,NM,New Mexico,511.0,53.0
Cañon,NM,New Mexico,198.0,4.0
Cañon City,CO,Colorado,27676.0,521.0
Cañones,NM,New Mexico,92.0,8.0
Cearfoss,MD,Maryland,89.0,170.0
Cecil,WI,Wisconsin,337.3333333333333,93.0
Cecil-Bishop,PA,Pennsylvania,2201.0,334.0
Cecilia,LA,Louisiana,1267.5,257.5
Cecilton,MD,Maryland,670.0,535.0
Cedar,MI,Michigan,59.5,127.5
Cedar Bluff,AL,Alabama,1412.5,164.5
Cedar Bluffs,NE,Nebraska,583.0,581.0
Cedar City,UT,Utah,39995.0,374.0
Cedar Creek,AZ,Arizona,463.5,144.0
Cedar Crest,NM,New Mexico,372.0,190.33333333333334
Cedar Falls,IA,Iowa,40536.0,540.0
Cedar Fort,UT,Utah,395.0,7.0
Cedar Glen Lakes,NJ,New Jersey,1549.0,861.0
Cedar Glen West,NJ,New Jersey,1300.0,473.0
Cedar Grove,FL,Florida,1435.0,353.8
Cedar Highlands,UT,Utah,68.0,2.0
Cedar Hill,TX,Texas,12712.25,266.75
Cedar Hill Lakes,MO,Missouri,227.0,403.0
Cedar Hills,UT,Utah,9497.5,1624.5
Cedar Key,FL,Florida,720.0,275.0
Cedar Lake,IN,Indiana,13183.0,601.0
Cedar Mill,OR,Oregon,17659.0,2048.0
Cedar Mills,MN,Minnesota,47.0,56.0
Cedar Park,TX,Texas,79462.0,1207.0
Cedar Point,NC,North Carolina,595.5,203.75
Cedar Rapids,IA,Iowa,94199.0,553.5
Cedar Ridge,CA,California,1015.0,50.0
Cedar Rock,NC,North Carolina,300.0,99.0
Cedar Springs,MI,Michigan,1937.5,370.5
Cedar Vale,KS,Kansas,508.0,260.0
Cedar Valley,OK,Oklahoma,330.0,57.0
Cedarburg,WI,Wisconsin,11603.0,926.0
Cedaredge,CO,Colorado,3616.0,451.0
Cedarhurst,NY,New York,6633.0,3795.0
Cedartown,GA,Georgia,12819.0,422.0
Cedarville,OH,Ohio,1448.0,361.8333333333333
Cedro,NM,New Mexico,402.0,28.0
Ceiba,PR,Puerto Rico,5551.0,1948.0
Celada,PR,Puerto Rico,3759.0,2170.0
Celebration,FL,Florida,9923.0,364.0
Celeryville,OH,Ohio,107.0,79.0
Celeste,TX,Texas,907.0,260.0
Celina,TX,Texas,9668.0,443.0
Celoron,NY,New York,1027.0,530.0
Cement,OK,Oklahoma,475.0,402.0
Cement City,MI,Michigan,427.0,184.0
Cementon,PA,Pennsylvania,1663.0,986.0
Centennial,CO,Colorado,55622.5,727.5
Centennial Park,AZ,Arizona,1366.0,243.0
Center,TX,Texas,1730.0,508.8
Center City,MN,Minnesota,664.0,438.0
Center Hill,FL,Florida,1460.0,92.0
Center Junction,IA,Iowa,118.0,62.0
Center Line,MI,Michigan,8171.0,1800.0
Center Moriches,NY,New York,8147.0,600.0
Center Ossipee,NH,New Hampshire,522.0,211.0
Center Point,AL,Alabama,4845.5,385.25
Center Ridge,AR,Arkansas,365.0,15.0
Center Sandwich,NH,New Hampshire,154.0,100.0
Centerburg,OH,Ohio,2226.0,890.0
Centereach,NY,New York,31493.0,1392.0
Centerfield,UT,Utah,1495.0,316.0
Centerport,NY,New York,2878.5,894.0
Centerton,AR,Arkansas,16244.0,461.0
Centertown,KY,Kentucky,323.3333333333333,250.33333333333334
Centerview,MO,Missouri,273.0,538.0
Centerville,OH,Ohio,5190.2,391.8666666666667
Centrahoma,OK,Oklahoma,93.0,148.0
Central,LA,Louisiana,6367.5,230.66666666666666
Central Aguirre,PR,Puerto Rico,1465.0,1095.0
Central Bridge,NY,New York,360.0,75.0
Central City,KY,Kentucky,2156.0,426.75
Central Falls,RI,Rhode Island,19568.0,6320.0
Central Garage,VA,Virginia,1574.0,126.0
Central Gardens,TX,Texas,4207.0,648.0
Central Heights-Midland City,AZ,Arizona,2774.0,559.0
Central High,OK,Oklahoma,1164.0,8.0
Central Islip,NY,New York,31205.0,1694.0
Central Lake,MI,Michigan,939.0,361.0
Central Pacolet,SC,South Carolina,241.0,372.0
Central Park,WA,Washington,3205.0,351.0
Central Point,OR,Oregon,18848.0,1850.0
Central Square,NY,New York,1750.0,354.0
Central Valley,UT,Utah,570.0,104.0
Centralhatchee,GA,Georgia,377.0,44.0
Centralia,WA,Washington,10676.833333333334,433.8333333333333
Centre,AL,Alabama,3762.0,121.0
Centre Hall,PA,Pennsylvania,1228.0,763.0
Centre Island,NY,New York,409.0,144.0
Centreville,VA,Virginia,14900.833333333334,708.8333333333334
Centuria,WI,Wisconsin,910.0,206.0
Century,FL,Florida,1858.0,266.0
Ceredo,WV,West Virginia,1273.0,374.0
Ceres,CA,California,48706.0,2009.0
Ceresco,NE,Nebraska,899.0,821.0
Cerrillos Hoyos,PR,Puerto Rico,961.0,1439.0
Cerritos,CA,California,49859.0,2207.0
Cerro Gordo,IL,Illinois,771.0,398.0
Cerulean,KY,Kentucky,357.0,53.0
Cetronia,PA,Pennsylvania,2648.0,1347.0
Ceylon,MN,Minnesota,339.0,256.0
Chackbay,LA,Louisiana,5368.0,72.0
Chacra,CO,Colorado,372.0,151.0
Chadbourn,NC,North Carolina,1711.0,253.0
Chadron,NE,Nebraska,5412.0,535.0
Chadwick,IL,Illinois,516.0,639.0
Chadwicks,NY,New York,1059.0,308.0
Chaffee,MO,Missouri,2916.0,623.0
Chagrin Falls,OH,Ohio,3941.0,733.0
Chain Lake,WA,Washington,4522.0,165.0
Chain O' Lakes,WI,Wisconsin,861.0,97.0
Chain of Rocks,MO,Missouri,100.0,230.0
Chain-O-Lakes,MO,Missouri,128.0,590.0
Chalco,NE,Nebraska,10952.0,1501.0
Chalfant,CA,California,887.5,940.5
Chalfont,PA,Pennsylvania,4269.0,1018.0
Chalkhill,PA,Pennsylvania,102.0,48.0
Chalkyitsik,AK,Alaska,109.0,4.0
Challenge-Brownsville,CA,California,719.0,28.0
Challis,ID,Idaho,1091.0,219.0
Chalmers,IN,Indiana,493.0,630.0
Chalmette,LA,Louisiana,23851.0,1283.0
Chama,NM,New Mexico,992.0,143.0
Chamberino,NM,New Mexico,625.0,78.0
Chamberlain,SD,South Dakota,2366.0,140.0
Chamberlayne,VA,Virginia,5888.0,679.0
Chambers,NE,Nebraska,256.0,97.0
Chambersburg,PA,Pennsylvania,53083.0,1178.0
Chamblee,GA,Georgia,30307.0,1518.0
Chamisal,NM,New Mexico,348.0,81.0
Chamita,NM,New Mexico,899.0,90.0
Chamizal,NM,New Mexico,76.0,66.0
Chamois,MO,Missouri,379.0,395.0
Champ,MO,Missouri,13.0,6.0
Champaign,IL,Illinois,159443.0,1503.0
Champion,NE,Nebraska,42.0,67.0
Champion Heights,OH,Ohio,6233.0,287.0
Champlin,MN,Minnesota,25268.0,1196.0
Chance,MD,Maryland,470.0,108.0
Chancellor,SD,South Dakota,264.0,459.0
Chandler,AZ,Arizona,54198.8,494.6
Chandlerville,IL,Illinois,494.0,240.0
Chanhassen,MN,Minnesota,26389.0,499.0
Channahon,IL,Illinois,13239.0,324.0
Channel Islands Beach,CA,California,2904.0,2750.0
Channel Lake,IL,Illinois,1661.0,355.0
Channelview,TX,Texas,43055.0,1148.0
Channing,TX,Texas,344.0,133.0
Chantilly,VA,Virginia,24368.0,783.0
Chanute,KS,Kansas,9042.0,491.0
Chaparral,NM,New Mexico,14437.0,94.0
Chaparrito,TX,Texas,119.0,476.0
Chapel Hill,NC,North Carolina,32794.5,667.5
Chapin,SC,South Carolina,747.0,335.3333333333333
Chaplin,KY,Kentucky,606.0,169.0
Chapman,KS,Kansas,611.0,347.6666666666667
Chapmanville,WV,West Virginia,1094.0,642.0
Chappaqua,NY,New York,1434.0,1211.0
Chappell,NE,Nebraska,849.0,466.0
Charco,AZ,Arizona,24.0,9.0
Chardon,OH,Ohio,8044.0,434.0
Charenton,LA,Louisiana,1500.0,116.0
Chariton,IA,Iowa,4141.0,418.0
Charlack,MO,Missouri,1354.0,1938.0
Charleroi,PA,Pennsylvania,3901.0,1976.0
Charles City,IA,Iowa,3709.5,230.5
Charles Town,WV,West Virginia,24094.0,398.0
Charleston,SC,South Carolina,99851.625,430.875
Charleston Park,FL,Florida,254.0,783.0
Charlestown,IN,Indiana,4783.0,338.5
Charlevoix,MI,Michigan,4137.0,469.0
Charlo,MT,Montana,286.0,55.0
Charlos Heights,MT,Montana,17.0,5.0
Charlotte,NC,North Carolina,305903.8,482.6
Charlotte Court House,VA,Virginia,512.0,49.0
Charlotte Hall,MD,Maryland,1865.0,142.0
Charlotte Harbor,FL,Florida,4082.0,679.0
Charlotte Park,FL,Florida,2401.0,900.0
Charlottesville,VA,Virginia,100416.0,1781.0
Charlton,MD,Maryland,288.0,680.0
Charlton Heights,WV,West Virginia,385.0,358.0
Charmwood,MO,Missouri,31.0,85.0
Charter Oak,CA,California,5263.0,2281.5
Chase,PA,Pennsylvania,703.0,385.5
Chase City,VA,Virginia,2512.0,391.0
Chase Crossing,VA,Virginia,331.0,154.0
Chaseburg,WI,Wisconsin,292.0,133.0
Chaska,MN,Minnesota,26989.0,612.0
Chataignier,LA,Louisiana,360.0,221.0
Chatfield,MN,Minnesota,1503.5,327.0
Chatham,IL,Illinois,3797.5,301.0
Chatmoss,VA,Virginia,1544.0,111.0
Chatom,AL,Alabama,1182.0,42.0
Chatsworth,GA,Georgia,1828.6666666666667,176.33333333333334
Chattahoochee,FL,Florida,4823.0,220.0
Chattahoochee Hills,GA,Georgia,3318.0,22.0
Chattanooga,TN,Tennessee,207977.0,400.0
Chattanooga Valley,GA,Georgia,3186.0,165.0
Chattaroy,WV,West Virginia,668.0,126.0
Chaumont,NY,New York,578.0,226.0
Chauncey,OH,Ohio,594.3333333333334,262.0
Chautauqua,KS,Kansas,91.0,82.0
Chauvin,LA,Louisiana,2408.0,195.0
Cheat Lake,WV,West Virginia,9251.0,249.0
Chebanse,IL,Illinois,971.0,315.0
Cheboygan,MI,Michigan,4686.0,266.0
Checotah,OK,Oklahoma,3095.0,133.0
Chefornak,AK,Alaska,471.0,34.0
Chehalis,WA,Washington,7654.0,508.0
Chelan,WA,Washington,6212.0,244.0
Chelan Falls,WA,Washington,88.0,121.0
Chelsea,MA,Massachusetts,8850.0,1195.2857142857142
Chelyan,WV,West Virginia,994.0,951.0
Chemung,IL,Illinois,665.0,913.0
Chena Ridge,AK,Alaska,6111.0,64.0
Chenango Bridge,NY,New York,2856.0,450.0
Chenega,AK,Alaska,68.0,0.0
Chenequa,WI,Wisconsin,602.0,67.0
Cheney,WA,Washington,7344.5,736.5
Cheneyville,LA,Louisiana,584.0,221.0
Chenoa,IL,Illinois,1723.0,273.0
Chenoweth,OR,Oregon,1956.0,134.0
Chepachet,RI,Rhode Island,1530.0,108.0
Cheraw,SC,South Carolina,4003.0,447.0
Cheriton,VA,Virginia,448.0,158.0
Cherokee,IA,Iowa,1709.5,220.0
Cherokee City,AR,Arkansas,49.0,40.0
Cherokee Pass,MO,Missouri,288.0,53.0
Cherokee Strip,CA,California,214.0,911.0
Cherokee Village,AR,Arkansas,4661.0,88.0
Cherry,IL,Illinois,453.0,339.0
Cherry Creek,CO,Colorado,12496.0,2888.0
Cherry Fork,OH,Ohio,326.0,416.0
Cherry Grove,OH,Ohio,2742.5,869.0
Cherry Hill,VA,Virginia,20241.0,1001.0
Cherry Hill Mall,NJ,New Jersey,14068.0,1489.0
Cherry Hills Village,CO,Colorado,6647.0,413.0
Cherry Log,GA,Georgia,40.0,13.0
Cherry Tree,OK,Oklahoma,1058.0,35.0
Cherry Valley,CA,California,2909.25,197.0
Cherryland,CA,California,16066.0,5176.0
Cherryvale,SC,South Carolina,2728.0,567.5
Cherryville,NC,North Carolina,4205.5,339.0
Chesaning,MI,Michigan,2238.0,280.0
Chesapeake,VA,Virginia,61745.75,503.0
Chesapeake Beach,MD,Maryland,24845.0,864.0
Chesapeake City,MD,Maryland,691.0,503.0
Chesapeake Ranch Estates,MD,Maryland,9702.0,867.0
Cheshire,OH,Ohio,128.0,64.0
Cheshire Village,CT,Connecticut,6082.0,696.0
Chesilhurst,NJ,New Jersey,1618.0,364.0
Chesnee,SC,South Carolina,3310.0,325.0
Chest Springs,PA,Pennsylvania,140.0,280.0
Chester,PA,Pennsylvania,5748.0,534.75
Chester Center,CT,Connecticut,1566.0,302.0
Chester Gap,VA,Virginia,1145.0,212.0
Chester Heights,PA,Pennsylvania,2742.0,478.0
Chester Hill,PA,Pennsylvania,831.0,722.0
Chesterbrook,PA,Pennsylvania,4800.0,1189.0
Chesterfield,MO,Missouri,10458.0,312.6
Chesterhill,OH,Ohio,275.0,196.0
Chesterland,OH,Ohio,2215.0,195.0
Chesterton,IN,Indiana,14088.0,583.0
Chestertown,MD,Maryland,3654.0,355.5
Chesterville,OH,Ohio,232.0,437.0
Chestnut,IL,Illinois,61.0,214.0
Chestnut Ridge,NY,New York,8020.0,625.0
Cheswick,PA,Pennsylvania,1675.0,1397.0
Cheswold,DE,Delaware,1695.0,356.0
Chetek,WI,Wisconsin,2669.0,336.0
Chetopa,KS,Kansas,1018.0,293.0
Chevak,AK,Alaska,1077.0,363.0
Cheval,FL,Florida,10808.0,701.0
Cheverly,MD,Maryland,6428.0,1880.0
Cheviot,OH,Ohio,8209.0,2727.0
Chevy Chase,MD,Maryland,9622.0,1540.0
Chevy Chase Heights,PA,Pennsylvania,1425.0,433.0
Chevy Chase Section Five,MD,Maryland,702.0,2538.0
Chevy Chase Section Three,MD,Maryland,794.0,2626.0
Chevy Chase View,MD,Maryland,980.0,1410.0
Chevy Chase Village,MD,Maryland,2056.0,1891.0
Chewelah,WA,Washington,2676.0,349.0
Chewey,OK,Oklahoma,178.0,3.0
Chewsville,MD,Maryland,335.0,154.0
Chewton,PA,Pennsylvania,357.0,92.0
Cheyenne,WY,Wyoming,40129.0,539.5
Cheyenne Wells,CO,Colorado,828.0,298.0
Cheyney University,PA,Pennsylvania,315.0,455.0
Chicago,IL,Illinois,8604203.0,4574.0
Chicago Heights,IL,Illinois,29322.0,1101.0
Chicago Ridge,IL,Illinois,13928.0,2371.0
Chical,NM,New Mexico,108.0,51.0
Chickaloon,AK,Alaska,210.0,1.0
Chickamauga,GA,Georgia,3256.0,444.0
Chickamaw Beach,MN,Minnesota,111.0,19.0
Chickasaw,AL,Alabama,2997.0,501.5
Chickasha,OK,Oklahoma,16431.0,287.0
Chicken,AK,Alaska,12.0,0.0
Chico,CA,California,40563.666666666664,656.3333333333334
Chicopee,MA,Massachusetts,27845.5,498.5
Chicora,PA,Pennsylvania,957.0,695.0
Chidester,AR,Arkansas,260.0,18.0
Chief Lake,WI,Wisconsin,565.0,10.0
Chiefland,FL,Florida,2186.0,125.0
Chignik,AK,Alaska,89.0,3.0
Chignik Lagoon,AK,Alaska,69.0,2.0
Chignik Lake,AK,Alaska,49.0,1.0
Chilchinbito,AZ,Arizona,926.0,15.0
Chilcoot-Vinton,CA,California,422.0,12.0
Childersburg,AL,Alabama,4837.0,151.0
Childress,TX,Texas,6048.0,282.0
Chilhowee,MO,Missouri,323.0,325.0
Chilhowie,VA,Virginia,1702.0,259.0
Chili,NM,New Mexico,353.5,55.0
Chilili,NM,New Mexico,54.0,21.0
Chillicothe,OH,Ohio,9721.0,437.4
Chillum,MD,Maryland,35557.0,4039.0
Chilo,OH,Ohio,67.0,127.0
Chiloquin,OR,Oregon,755.0,356.0
Chilton,WI,Wisconsin,2296.5,222.5
Chimayo,NM,New Mexico,2641.0,118.0
Chimney Rock Village,NC,North Carolina,116.0,13.0
China,TX,Texas,1206.0,363.0
China Grove,NC,North Carolina,2770.5,289.0
China Lake Acres,CA,California,2136.0,158.0
China Spring,TX,Texas,1455.0,121.0
Chinchilla,PA,Pennsylvania,2161.0,333.0
Chincoteague,VA,Virginia,2875.0,119.0
Chinese Camp,CA,California,174.0,74.0
Chinle,AZ,Arizona,4879.0,117.0
Chino,CA,California,94371.0,1229.0
Chino Hills,CA,California,83853.0,724.0
Chino Valley,AZ,Arizona,12375.0,75.0
Chinook,MT,Montana,704.0,492.0
Chipley,FL,Florida,3849.0,328.0
Chippewa Falls,WI,Wisconsin,14366.0,489.0
Chippewa Lake,OH,Ohio,745.0,1165.0
Chippewa Park,OH,Ohio,702.0,615.0
Chireno,TX,Texas,384.0,79.0
Chisago City,MN,Minnesota,5224.0,160.0
Chisholm,MN,Minnesota,3181.0,342.0
Chistochina,AK,Alaska,80.0,0.0
Chitina,AK,Alaska,61.0,0.0
Chittenango,NY,New York,4852.0,753.0
Chloride,AZ,Arizona,393.0,100.0
Choccolocco,AL,Alabama,3011.0,99.0
Chocowinity,NC,North Carolina,788.0,302.0
Choctaw,OK,Oklahoma,6867.0,122.0
Choctaw Lake,OH,Ohio,1999.0,743.0
Chokio,MN,Minnesota,386.0,344.0
Chokoloskee,FL,Florida,340.0,588.0
Choptank,MD,Maryland,183.0,296.0
Choteau,MT,Montana,1710.0,453.0
Choudrant,LA,Louisiana,981.0,89.0
Chouteau,OK,Oklahoma,2093.0,234.0
Chowchilla,CA,California,18310.0,637.0
Chrisman,IL,Illinois,1265.0,679.0
Chrisney,IN,Indiana,472.0,258.0
Christiana,TN,Tennessee,2375.5,515.5
Christiansburg,VA,Virginia,11489.0,717.5
Christie,OK,Oklahoma,139.0,7.0
Christine,TX,Texas,297.5,208.0
Christmas,FL,Florida,1832.0,15.0
Christopher,IL,Illinois,4118.0,646.0
Christopher Creek,AZ,Arizona,123.0,15.0
Christoval,TX,Texas,354.0,103.0
Chualar,CA,California,1512.0,932.0
Chuathbaluk,AK,Alaska,126.0,10.0
Chubbuck,ID,Idaho,15588.0,1020.0
Chugcreek,WY,Wyoming,216.0,43.0
Chugwater,WY,Wyoming,201.0,25.0
Chuichu,AZ,Arizona,338.0,18.0
Chula,MO,Missouri,205.0,444.0
Chula Vista,CA,California,70079.75,967.5
Chuluota,FL,Florida,2629.0,563.0
Chums Corner,MI,Michigan,984.0,142.0
Chumuckla,FL,Florida,994.0,18.0
Chunchula,AL,Alabama,220.0,47.0
Chunky,MS,Mississippi,315.0,145.0
Chupadero,NM,New Mexico,204.0,43.0
Church Creek,MD,Maryland,121.0,138.0
Church Hill,TN,Tennessee,3022.0,378.3333333333333
Church Point,LA,Louisiana,4388.0,581.0
Church Rock,NM,New Mexico,887.0,148.0
Churchill,PA,Pennsylvania,2088.3333333333335,325.0
Churchs Ferry,ND,North Dakota,12.0,10.0
Churchtown,PA,Pennsylvania,428.0,87.0
Churchville,PA,Pennsylvania,2652.6666666666665,567.6666666666666
Churdan,IA,Iowa,364.0,66.0
Churubusco,IN,Indiana,1979.0,729.0
Ciales,PR,Puerto Rico,2116.0,981.0
Cibecue,AZ,Arizona,2173.0,140.0
Cibola,AZ,Arizona,355.0,7.0
Cibolo,TX,Texas,31281.0,584.0
Cicero,IL,Illinois,42874.5,3246.0
Cidra,PR,Puerto Rico,5835.0,2027.0
Cienega Springs,AZ,Arizona,1830.0,199.0
Cienegas Terrace,TX,Texas,3476.0,420.0
Cimarron,KS,Kansas,1541.0,453.0
Cimarron City,OK,Oklahoma,175.0,40.0
Cimarron Hills,CO,Colorado,18727.0,1217.0
Cincinnati,OH,Ohio,831517.5,791.5
Cinco Bayou,FL,Florida,445.0,1004.0
Cinco Ranch,TX,Texas,16437.0,1472.0
Cinnamon Lake,OH,Ohio,1430.0,341.0
Circle,MT,Montana,334.5,149.0
Circle D-KC Estates,TX,Texas,2791.0,116.0
Circle Pines,MN,Minnesota,4938.0,1090.0
Circleville,OH,Ohio,5480.666666666667,338.6666666666667
Cisco,TX,Texas,2013.0,403.5
Cisne,IL,Illinois,660.0,404.0
Cissna Park,IL,Illinois,779.0,414.0
Citronelle,AL,Alabama,3861.0,57.0
Citrus,CA,California,10150.0,4418.0
Citrus City,TX,Texas,3288.0,621.0
Citrus Heights,CA,California,87796.0,2381.0
Citrus Hills,FL,Florida,7739.0,308.0
Citrus Park,FL,Florida,16201.0,691.5
Citrus Springs,FL,Florida,8779.0,160.0
City View,SC,South Carolina,1741.0,1385.0
City of Creede,CO,Colorado,313.0,127.0
City of the Sun,NM,New Mexico,46.0,70.0
Clacks Canyon,AZ,Arizona,340.0,39.0
Claflin,KS,Kansas,601.0,711.0
Claiborne,LA,Louisiana,11602.0,449.0
Claire City,SD,South Dakota,75.0,158.0
Clairton,PA,Pennsylvania,6541.0,913.0
Clallam Bay,WA,Washington,497.0,339.0
Clam Gulch,AK,Alaska,227.0,6.0
Clam Lake,WI,Wisconsin,27.0,25.0
Clancy,MT,Montana,2052.0,20.0
Clanton,AL,Alabama,8794.0,148.0
Clara,MS,Mississippi,436.0,43.0
Clara City,MN,Minnesota,1276.0,280.0
Clarcona,FL,Florida,3691.0,311.0
Clare,MI,Michigan,2828.5,210.5
Claremont,CA,California,7396.714285714285,266.14285714285717
Claremore,OK,Oklahoma,25384.0,489.0
Clarence,IA,Iowa,713.75,253.25
Clarence Center,NY,New York,2970.0,507.0
Clarendon,TX,Texas,1188.6666666666667,336.3333333333333
Clarendon Hills,IL,Illinois,8752.0,1881.0
Clarinda,IA,Iowa,5366.0,399.0
Clarington,OH,Ohio,363.0,122.0
Clarion,PA,Pennsylvania,6423.5,854.5
Clarissa,MN,Minnesota,653.0,248.0
Clarita,OK,Oklahoma,69.0,3.0
Clark,SD,South Dakota,647.6666666666666,194.0
Clark Fork,ID,Idaho,579.0,226.0
Clark Mills,NY,New York,1585.0,410.0
Clark's Point,AK,Alaska,62.0,7.0
Clarkdale,AZ,Arizona,4391.0,163.0
Clarkedale,AR,Arkansas,360.0,12.0
Clarkesville,GA,Georgia,1821.0,286.0
Clarkfield,MN,Minnesota,787.0,282.0
Clarkrange,TN,Tennessee,932.0,35.0
Clarks,LA,Louisiana,672.0,412.5
Clarks Green,PA,Pennsylvania,1394.0,1008.0
Clarks Grove,MN,Minnesota,687.0,467.0
Clarks Hill,IN,Indiana,523.5,534.0
Clarks Summit,PA,Pennsylvania,4865.0,1184.0
Clarksburg,WV,West Virginia,9549.285714285714,455.2857142857143
Clarksdale,MS,Mississippi,7574.5,359.0
Clarkson,KY,Kentucky,759.5,314.5
Clarkson Valley,MO,Missouri,2606.0,373.0
