city,State_name,State_ab,ALand,AWater,Median,Stdev
Port Ewen,New York,NY,5110080,1692536,101516,132778.2697
Port Gibson,Mississippi,MS,4550228,0,35442,73935.92077
Port Hadlock,Washington,WA,16317484,0,78713,128690.3879
Port Heiden,Alaska,AK,131132686,1002867,300000,175227.9613
Port Henry,New York,NY,4845649,273377.6667,152013.3333,55647.80115
Port Hueneme,California,CA,11527567,568744,97128,126295.4327
Port Huron,Michigan,MI,20956543,10816175,72641,95397.40197
Port Isabel,Texas,TX,3794997,1053778.5,70845,78753.95105
Port Jefferson,New York,NY,2291697,0,263775,236769.1155
Port Jefferson Station,New York,NY,7615408,0,156137,161059.3515
Port Jervis,Pennsylvania,PA,1770634,234134,95613,115645.5505
Port Lavaca,Texas,TX,14847674.5,5125085.5,88472,97061.86493
Port Leyden,New York,NY,1598166,105049,74012,55418.54858
Port Lions,Alaska,AK,161103987,0,300000,4525.143468
Port Matilda,Pennsylvania,PA,11023513.5,0,125310,129258.1249
Port Monmouth,New Jersey,NJ,3369456,105877,128916,140633.8998
Port Neches,Texas,TX,22350919,1273471,120959,149054.4305
Port Norris,New Jersey,NJ,16142687,1415567,123192,138112.9684
Port Orange,Florida,FL,43473132,44283,166158,173594.6395
Port Orchard,Washington,WA,5852423.6,24371.2,91388,93164.10256
Port Orford,Oregon,OR,4035366,115341,50989,53381.78339
Port Protection,Alaska,AK,9645413,475410,9153,13750.26932
Port Republic,New Jersey,NJ,19366482,2773560,129975,149671.9548
Port Richey,Florida,FL,12038823.5,123036,60921.5,78328.08014
Port Royal,South Carolina,SC,49177894,7937815,83888,108544.9075
Port St Joe,Florida,FL,4595871,134447,101592,118009.5257
Port St John,Florida,FL,10036323,0,77983,96498.88136
Port St Lucie,Florida,FL,10569773.33,38319079.67,78844.33333,103310.5032
Port Sulphur,Louisiana,LA,10751897.33,4658560,78186.33333,95695.65147
Port Townsend,Washington,WA,18011197,1065313,96115,134307.8874
Port Vue,Pennsylvania,PA,2507588,245513,84027,108401.6556
Port Washington,New York,NY,5974897,1851943.5,151932.5,133196.501
Port Wing,Wisconsin,WI,7757828.333,0,88216,95369.98613
Portage,Indiana,IN,33895302,2713974,83301,92753.40096
Portal,Georgia,GA,3136056,70641,55291,44485.16967
Porter,Indiana,IN,5394765.333,1121063,197609.6667,114443.0639
Porterville,California,CA,7547355.333,23466.33333,59142.33333,67950.73686
Portland,Arkansas,AR,44094711,3707502.1,107733.7,123701.7557
Portola,California,CA,4197709,0,199726.5,74878.74223
Portola Valley,California,CA,12372095,1870.5,276873.5,230995.7234
Portsmouth,New Hampshire,NH,40460089,3113965,151076,168178.1968
Porum,Oklahoma,OK,19340420,31348.5,63469,74896.18438
Poseyville,Indiana,IN,1032900,0,75460,68024.22573
Post,Texas,TX,9698795,75138,86387,117365.5263
Post Falls,Idaho,ID,2534651,0,73248,117548.2145
Postville,Iowa,IA,5465968,0,65205,67556.63121
Poteet,Texas,TX,8496584.5,0,74087,64873.8606
Potlatch,Idaho,ID,1096441,2619,68605,68034.64935
Potomac,Illinois,IL,23432290.33,1257861.667,134562.3333,122475.9806
Potosi,Missouri,MO,1989978,13443.33333,71886.66667,66581.00814
Potsdam,New York,NY,11517840,1281491,100130,166289.4649
Potter Valley,California,CA,10437446,73557,117338,25394.98258
Potterville,Michigan,MI,4360721,351253,77737,40162.48426
Pottsboro,Texas,TX,7378572,3068220,91611,36257.6173
Pottstown,Pennsylvania,PA,6999022.333,198375,125500,131193.1327
Poughkeepsie,New York,NY,4757109.5,372227,98587.5,108879.155
Poulsbo,Washington,WA,11436753,1006329,109146,146508.2145
Pound Ridge,New York,NY,4592577,0,260471,228253.835
Powderly,Texas,TX,18786332,480656,288399,125982.188
Powell,Wyoming,WY,10985012,0,83210,89182.31418
Power,Montana,MT,3881330,19466,74310,67506.63355
Powhatan,Virginia,VA,5371677,15599,300000,201754.7999
Powhatan Point,Ohio,OH,3806009,421990,77751,83597.66484
Powhattan,Kansas,KS,1231081,0,124913.75,40360.30705
Poyen,Arkansas,AR,3249073,8157.5,64717,70223.84213
Prague,Nebraska,NE,2986612,306460.6667,154053.3333,108747.1108
Prairie City,Oregon,OR,1395462,0,30957.5,69672.72866
Prairie Du Rocher,Illinois,IL,1479757,0,70649,76469.20045
Prairie Du Sac,Wisconsin,WI,2849450.5,158674.5,79035.5,115338.5588
Prairie Lea,Texas,TX,38216568.5,111913.5,81228.5,106338.1423
Prairieville,Louisiana,LA,56991824,191985,137385,156105.194
Pratt,Kansas,KS,687703.5,2441,110845.8333,61828.23478
Prattville,Alabama,AL,86435482,2322045,101801,131294.3215
Prentice,Wisconsin,WI,8345844.5,31858,66141,82734.231
Prentiss,Mississippi,MS,7745205,0,70562,93428.45031
Prescott,Arkansas,AR,5635591,13968.25,80201.25,92259.20188
Prescott Valley,Arizona,AZ,105674799,0,77418,96863.74742
Presho,South Dakota,SD,3108046.5,0,300000,118435.2979
Presidio,Texas,TX,6668207,0,49679,22644.21952
Preston,Georgia,GA,3498250.25,31092.25,73903.75,90424.94162
Pretty Prairie,Kansas,KS,1485377,129579,70518,36891.45316
Price,Utah,UT,13041587,0,79979,87101.61221
Priceville,Alabama,AL,13523098,74664,145627,155052.2358
Priest River,Idaho,ID,9197649,373445,51242,30018.81929
Primghar,Iowa,IA,3582455,0,91581,133054.9116
Primos,Pennsylvania,PA,1632551,0,76709,77169.70472
Prince Frederick,Maryland,MD,604744,0,300000,72758.34222
Prince George,Virginia,VA,16234053,0,75371,72226.15751
Princess Anne,Maryland,MD,4330199,43311,54418,50046.83351
Princeton,Illinois,IL,10848088,224213.6364,120676.8182,122444.2541
Prineville,Oregon,OR,29959498,0,60227,64421.66313
Proctor,Minnesota,MN,8441357,0,106964,155386.7492
Proctorsville,Vermont,VT,4567318.5,73943,178605.5,179357.286
Progreso,Texas,TX,5873270,0,37007,35077.71843
Prophetstown,Illinois,IL,2365418,30911.5,83862.5,82317.09098
Prospect,Kentucky,KY,7016718,64365.33333,134342,121914.8849
Prosper,Texas,TX,64268496,653989,223458,203102.0042
Protection,Kansas,KS,2459806,0,129291,142853.0101
Provencal,Louisiana,LA,6359329,16242,55949,46675.07635
Providence,Kentucky,KY,15611920,127376,68314,63505.93042
Provo,Utah,UT,107922719,6474977,92347,127551.3694
Prue,Oklahoma,OK,1169143,0,65486,107478.286
Pryor,Montana,MT,51651870,11320.5,87046,123809.2486
Pt Charlotte,Florida,FL,5616611,703126,109365,135816.5364
Puckett,Mississippi,MS,44484113,0,74597,94107.86136
Pueblo,Colorado,CO,70134701,1016837,75975.5,85094.66236
Pukalani,Hawaii,HI,19411648,3610,133904,154001.0796
Pulaski,Pennsylvania,PA,6706518,36275.75,51326.75,50558.69292
Pullman,Washington,WA,1016235,0,70894,83353.19473
Punta Gorda,Florida,FL,22488821,11390741.5,97102,149510.3354
Punxsutawney,Pennsylvania,PA,8683571,165673,67577,84829.99732
Purcell,Oklahoma,OK,34688750,1060001,74837,62167.17119
Purdin,Missouri,MO,1074163.5,3773,50040.5,77076.72838
Purvis,Mississippi,MS,10051209,31928,71025,69122.44063
Puryear,Kentucky,KY,1251748.333,0,60323.33333,57183.58188
Put In Bay,Ohio,OH,1117021,462092,83621,42800.81851
Putnam,Connecticut,CT,8351321,125522,75593,91773.41033
Puxico,Missouri,MO,1725570,19692,55334,62252.87054
Quaker Hill,Connecticut,CT,2283576,881225,82743,75266.53594
Quakertown,Pennsylvania,PA,2871897.2,7048.4,145315.4,128469.4318
Quantico,Maryland,MD,5997990,597829.4,90683.4,83635.47412
Quapaw,Oklahoma,OK,2581902,26908,61945,78448.64665
Quarryville,Pennsylvania,PA,4083826,13862,190174.5,64859.37566
Quartz Hill,California,CA,9745839,896,126478,142347.2778
Quebradillas,Puerto Rico,PR,1689542,0,12265,37825.49196
Quechee,Vermont,VT,4797231,219703,250000,50342.19915
Queen City,Missouri,MO,5047690,22001.66667,60375.66667,62520.14419
Queensbury,New York,NY,21321197,228682,105762,138486.0761
Questa,New Mexico,NM,13283823,4570,72953,119276.7496
Quicksburg,Virginia,VA,5220731,37359,79868,128143.8776
Quilcene,Washington,WA,22819285,1013898,74135,118357.9557
Quincy,California,CA,17286969.57,1965613.357,112127,94109.04326
Quinlan,Texas,TX,1071972,0,45534,49241.11416
Quinter,Kansas,KS,1603765,0,163994.5,63657.09764
Quinton,New Jersey,NJ,1413120,39154.5,94249,48507.69958
Quinwood,West Virginia,WV,895017,0,51106,58800.29369
Quitman,Arkansas,AR,5851518.833,26157.66667,90402.83333,63010.57006
Rabun Gap,Georgia,GA,3685133.5,38422.5,35845,72782.23401
Raceland,Louisiana,LA,55861102,130173,91695,124695.6497
Racine,Wisconsin,WI,40400273,2984210.667,149223.3333,158998.1301
Radcliff,Kentucky,KY,33581179,80751,82070,105513.7965
Radcliffe,Iowa,IA,2581283,0,82429,96852.03619
Radford,Virginia,VA,16857166,801550,109619.5,133130.2226
Raeford,North Carolina,NC,17133899.5,121365.5,197402.5,89434.55767
Ragland,Alabama,AL,43481619,128940,69070,59040.67487
Raiford,Florida,FL,1477770,1544,52794,50643.04725
Rainbow,California,CA,28598663,0,123229,148017.9831
Rainier,Washington,WA,4481688,0,91617,96322.66009
Rainsville,Alabama,AL,18155898.25,9347.5,67675,91588.12077
Raleigh,Mississippi,MS,194469562,1455156.5,97712.5,118806.7732
Ralston,Nebraska,NE,4271371,6003,95839,128737.5076
Ramah,New Mexico,NM,9879185,0,300000,52718.51524
Ramer,Tennessee,TN,12675555,0,76211,89349.1811
Ramona,California,CA,33629985,18003.66667,97134.66667,110828.0777
Ramsay,Montana,MT,1853797639,1522160,91184,124082.2598
Ramsey,Illinois,IL,2178179.5,0,105477.5,109963.9225
Ranburne,Alabama,AL,15162088,0,64015,45747.6091
Ranchester,Wyoming,WY,1608680,0,85745,73336.87899
Rancho Cordova,California,CA,90270322,951439,98610,127554.8984
Rancho Mirage,California,CA,64236498,1008459,224131,200377.947
Rancho Santa Fe,California,CA,15293325,100438,252998,222255.9662
Ranchos Taos,New Mexico,NM,9362348,0,80602,154529.0802
Randall,Minnesota,MN,4286646.5,151567.5,90200.5,93899.30307
Randallstown,Maryland,MD,26468088,35463,123518,142393.9727
Randle,Washington,WA,2580164,0,300000,50552.05582
Randleman,North Carolina,NC,10521144,105917,75973,100362.8819
Randlett,Oklahoma,OK,1625045,0,73886,69636.8205
Randolph,Kansas,KS,3017364.143,39799,175217,69095.88764
Rangely,Colorado,CO,2032365,0,74980,64820.92329
Ranger,Texas,TX,18124826,338780,56415,64994.42136
Rankin,Texas,TX,2733501,0,120835,117187.4872
Ransom,Illinois,IL,1624843,0,107965,115459.912
Rapid City,South Dakota,SD,11312477.25,0,80349,88663.64399
Rathdrum,Idaho,ID,13419291,0,80028,94209.63171
Rattan,Oklahoma,OK,10246477,101696,72138,63532.11832
Raven,Virginia,VA,16883786,80549,33162,48523.36793
Ravendale,California,CA,8621924,0,300000,62852.33737
Ravenna,Michigan,MI,7256114.75,66723,134500,85980.89637
Ravenswood,West Virginia,WV,4706720,184452,60676,89080.21175
Ravenwood,Missouri,MO,503244,0,50990,50228.22716
Rawlins,Wyoming,WY,21361273,98642,93735,111198.5664
Ray,North Dakota,ND,2202166,46993,213767,111841.3285
Rayland,Ohio,OH,1000072,21501,83572,88317.33408
Raymond,Illinois,IL,4443553.5,261714.8333,116649.5,104002.1545
Raymondville,Texas,TX,5523432,12696,179860,51822.7244
Raymore,Missouri,MO,25370221,1017687,144986.5,156829.0232
Raynham,Massachusetts,MA,10919117,326702,124106,143228.1698
Rayville,Louisiana,LA,5981963,79105,50975,56515.00272
Reading,Kansas,KS,5531316.8,95978.1,142456.4,118296.7176
Readsboro,Vermont,VT,3182585,25767,95222,112952.4547
Reagan,Tennessee,TN,4159863,0,32132,35130.86237
Rebersburg,Pennsylvania,PA,2525594.5,0,66051.5,69858.82674
Rector,Arkansas,AR,3483501,0,63264,71027.71982
Red Bank,New Jersey,NJ,4520577,1062851,131825,159412.1123
Red Bluff,California,CA,19586966,295199,68066,104617.8975
Red Bud,Illinois,IL,575540,0,100193,101583.4869
Red Cloud,Nebraska,NE,1566793.25,0,59662.25,58804.65159
Red Creek,New York,NY,3457064,1552787.5,91296,125024.1068
Red Feather Lakes,Colorado,CO,23615972,1371860,281818,159389.0813
Red Hook,New York,NY,2854914,32320,127887,134330.0724
Red Lake,Minnesota,MN,13935569,641602,51608,52751.61885
Red Lake Falls,Minnesota,MN,5451695,0,84096,81122.42498
Red Lion,Pennsylvania,PA,4786543.333,0,91033,109490.1696
Red Lodge,Montana,MT,7024891,0,89358,106051.1144
Red Oak,Iowa,IA,17096999.86,7599.142857,170898,139331.3497
Red River,New Mexico,NM,4322848,5053.5,193217.5,109132.982
Red Rock,Oklahoma,OK,676230,0,37863,48749.06119
Red Springs,North Carolina,NC,8826432.5,218957,181145,62224.45981
Red Valley,Arizona,AZ,3018843,801,28222,29117.14496
Reddick,Florida,FL,1387596.333,0,137843.6667,71413.14658
Redding,California,CA,15189635.67,510644,71331,78002.93961
Redfield,Iowa,IA,2224042.667,0,94968.66667,108254.9704
Redgranite,Wisconsin,WI,5211258,230760,60269,63268.23532
Redlands,California,CA,93321052,779122,155397,169775.8883
Redmond,Washington,WA,52705540.5,132071,219897.5,201819.1024
Redway,California,CA,3239445,55639,250000,48697.21161
Redwood City,California,CA,3103243,0,185660,184772.1716
Redwood Falls,Minnesota,MN,13611418,316511,86144,115937.8826
Redwood Valley,California,CA,7086877,31597,90229,32266.45673
Reed City,Michigan,MI,5359974,86750,57908,57327.94012
Reeds Spring,Missouri,MO,6479180.5,463127.5,76819.5,114902.7671
Reedsburg,Wisconsin,WI,14785572,263865,82827,90908.97137
Reedsport,Oregon,OR,6922766,2282253,130218,75420.14629
Reedsville,Pennsylvania,PA,964063.5,2268.25,177863.75,49504.80678
Reese,Michigan,MI,3496964,0,82942,105161.2883
Rehoboth Beach,Delaware,DE,856730,0,175393,177602.8578
Reinbeck,Iowa,IA,5633309,0,97702,132106.8034
Reisterstown,Maryland,MD,13378007,11731,117790,146350.4845
Rembert,South Carolina,SC,9935828,0,300000,43953.20486
Remer,Minnesota,MN,953855,3136,10884,11652.23115
Remington,Indiana,IN,1966403,0,85722,96715.16649
Remsen,Iowa,IA,2242731,15297,165995,84182.07999
Remsenburg,New York,NY,5087114.5,214785.5,241654.5,202675.4876
Renner,South Dakota,SD,2658779.5,3069,196770,128690.4065
Reno,Nevada,NV,3759924,14009,209490,194902.7889
Rensselaer,Indiana,IN,2933066,0,300000,67229.17111
Renton,Washington,WA,12262942,0,144275,160928.8141
Rentz,Georgia,GA,3246028,83767,73016,85193.50049
Renville,Minnesota,MN,2982328.5,0,73840.5,102189.6004
Republic,Michigan,MI,5646201,2345715.25,126202,71725.92736
Resaca,Georgia,GA,7158100,148000,79115,149293.54
Reserve,Louisiana,LA,14559674.2,604124.4,144584.8,103353.4425
Retsof,New York,NY,3797163.667,0,212507.6667,64331.82808
Revere,Massachusetts,MA,14752885,11488169,98515,128781.1345
Revillo,Minnesota,MN,514078.5,0,68543.5,66747.42768
Rexburg,Idaho,ID,25115181,206636,66113,68015.72573
Rexford,Kansas,KS,671010,0,103164,99867.55325
Reynolds,Illinois,IL,962024,0,300000,70077.84189
Reynoldsburg,Ohio,OH,28759070,213967,100150,121117.1841
Reynoldsville,Pennsylvania,PA,2895167.5,36529.5,159386.5,60050.77721
Rhinebeck,New York,NY,3945789,52496,156714,176883.6276
Rhome,Texas,TX,18152718.33,47635.33333,104457,114754.4936
Rib Lake,Wisconsin,WI,4649155.5,602482.5,181275,73306.77942
Rice,Minnesota,MN,10839439,153344.5,82748.5,94271.71358
Rice Lake,Wisconsin,WI,22401613,2853218,77177,113142.0902
Riceville,Iowa,IA,3703783.667,8948,145350.6667,58106.14459
Rich Hill,Missouri,MO,1933205.5,10564.5,176444.5,52719.88567
Richardton,North Dakota,ND,3531796,0,127696,140364.4743
Richboro,Pennsylvania,PA,5233075,58902,229548,206010.2247
Richburg,New York,NY,2331433,0,67587,60789.10515
Richey,Montana,MT,667265,0,90884,132552.7445
Richfield,Minnesota,MN,7953965.333,68248.5,79374.33333,95617.93342
Richgrove,California,CA,682112,0,10169,11415.31101
Richland,Michigan,MI,3018439.667,21201.66667,68515,65213.3306
Richland Center,Wisconsin,WI,7162198,109386,78342.5,85113.24282
Richland Hills,Texas,TX,8123612,528,87430,105202.061
Richmond,California,CA,24259357.63,787714.375,125700.0625,101962.9056
Richmond Heights,Ohio,OH,11490204,18869,90682,101953.5142
Richmondville,New York,NY,4782134,0,85723,95920.08417
Richton,Mississippi,MS,5940721,0,84795,135283.2209
Richwood,Ohio,OH,1404783.667,41878,64584.33333,47102.39579
Rico,Colorado,CO,1959923,0,85797,102210.6912
Riddle,Oregon,OR,1629480,0,70803,93347.8865
Ridge,New York,NY,34191272,239983,149001,161042.4353
Ridge Spring,South Carolina,SC,4718094,70547,54614,90692.89773
Ridgecrest,California,CA,54079823,1685050,100941,128984.8926
Ridgefield,Connecticut,CT,14261364.25,266336,172721,177448.9555
Ridgeland,South Carolina,SC,64483634,655662.5,31536.5,74419.64113
Ridgely,Maryland,MD,342545,5995,111693,91300.60419
Ridgetop,Tennessee,TN,7958487,30604,95810,118715.2977
Ridgeview,South Dakota,SD,24476389,97825,300000,23113.57794
Ridgeville,Indiana,IN,685578,0,35237,42604.38899
Ridgeway,Ohio,OH,7750787.75,19315.25,70811.75,70115.22182
Ridgewood,New Jersey,NJ,14870649,162006,251977,224465.7653
Ridley Park,Pennsylvania,PA,2794195,13301,113983,145061.3411
Riegelwood,North Carolina,NC,30022752,0,208283,185061.7478
Rienzi,Mississippi,MS,2565099,0,53552,65020.57301
Riesel,Texas,TX,10504189,28570,83896,99792.93522
Rifle,Colorado,CO,17981019,157365,91388,103923.0416
Rigby,Idaho,ID,6100626,28994,58313,56460.9338
Riley,Indiana,IN,496218.5,0,190048,99226.63809
Rimersburg,Pennsylvania,PA,941978,0,62047,76039.64395
Rimrock,Arizona,AZ,31023413,29261,70200,62403.57567
Rincon,Puerto Rico,PR,1956581.5,8243,14097.5,20567.08889
Riner,Virginia,VA,3776798,3019,115589,105259.8263
Rineyville,Kentucky,KY,11823195,87070,97321,103827.6852
Ringgold,Georgia,GA,9317694.5,6250,43636,54002.91155
Ringling,Oklahoma,OK,1586893,0,178043.5,75569.78285
Ringwood,Illinois,IL,5228059.5,0,106842,115476.9616
Rio Dell,California,CA,5907975,350980,71398,94599.75606
Rio Grande,Ohio,OH,1241324.2,5464.6,42055,58342.49761
Rio Grande City,Texas,TX,1261279.033,0,138260.0333,45875.01023
Rio Hondo,Texas,TX,1530091.5,2118.5,154950.5,27117.06155
Rio Linda,California,CA,25687898,0,95192,117349.2448
Rio Rico,Arizona,AZ,161245214,486173,83664,105392.0604
Rio Vista,California,CA,9959449,525438.5,96922.5,110266.2916
Ripley,Kentucky,KY,4378506.2,11056.2,60026,49320.07626
Ripon,California,CA,13257174.5,321041,117218,142616.1657
Ririe,Idaho,ID,1282610,36540,300000,65265.39602
Risco,Missouri,MO,1551744,2087,54742,66293.37941
Rising City,Nebraska,NE,1015223,17668,300000,55917.41954
Rising Sun,Kentucky,KY,13212166,4764212,250000,47360.93317
Rison,Arkansas,AR,6352577.25,2034.5,156420.75,56183.50614
Rittman,Ohio,OH,16630627,165017,86804,113494.285
River Edge,New Jersey,NJ,4747078,125359,198348,187711.2417
River Falls,Wisconsin,WI,17230685,213893,92745,107610.903
River Forest,Illinois,IL,6422499,4794,249222,220634.647
Riverdale,California,CA,9172584.667,0,154446,103828.1465
Riverhead,New York,NY,29935965,259511,70562,66977.24551
Riverside,California,CA,9421707.5,73345.25,138531.75,148463.8822
Riverton,Illinois,IL,8850847,50839.25,142490,99879.8934
Riverview,Florida,FL,65499114,2420874,96773,119803.8781
Rivesville,West Virginia,WV,1361498,111284.5,74763.5,96368.92256
Roanoke,Alabama,AL,26282057,272691,167882.2222,89490.88136
Roanoke Rapids,North Carolina,NC,25674462,92162,80590,99248.0965
Robbins,California,CA,4998412,7514.666667,75302.33333,55525.02025
Robbinsville,North Carolina,NC,1240897.5,15025.25,101447.75,84965.5968
Robersonville,North Carolina,NC,710502,0,300000,32065.79814
Roberta,Georgia,GA,11754298.5,32148.5,73045,68999.17772
Roberts,Montana,MT,8437046.5,0,83630,65356.88032
Robesonia,Pennsylvania,PA,2307346,6812,80987,98946.34354
Robins,Iowa,IA,16227453,20935,176107,176324.6013
Robinson,Illinois,IL,18938154.6,216730.2,126561.6,99457.19758
Robinsonville,Mississippi,MS,75402379,2506778,63453,92453.79901
Robstown,Texas,TX,3887389,0,162845.5,67650.27369
Roby,Texas,TX,1862749,0,67399,62982.44475
Rochelle,Georgia,GA,13605903.67,31457,49978.33333,59169.33642
Rochester,Indiana,IN,46374851.56,978907.1111,91014.33333,113658.323
Rochester Hills,Michigan,MI,9906585,0,194298,187734.9108
Rock Hall,Maryland,MD,1034904,21092,81489,65509.68233
Rock Hill,South Carolina,SC,35017648.25,767986,100706,122007.489
Rock Island,Illinois,IL,16509844,175344.3333,74749,82826.93478
Rock Port,Missouri,MO,4435734.5,0,99379,148423.3893
Rock Rapids,Iowa,IA,10980313,20406,98438,126920.7712
Rock River,Wyoming,WY,6025749,0,86393,91466.66336
Rock Springs,Wyoming,WY,14377798.75,15008.25,259100,119652.3148
Rock Valley,Iowa,IA,1485169,0,81285,112668.7653
Rockaway,New Jersey,NJ,5371560,120927,184490,184021.1509
Rockaway Beach,Oregon,OR,4143322,278998,78830,128601.8087
Rockdale,Illinois,IL,6217543,0,80678,101290.4828
Rockford,Alabama,AL,24385180.33,367043.8889,84416.66667,87317.10959
Rockhill Furnace,Pennsylvania,PA,252792,0,70886,95425.54845
Rockingham,North Carolina,NC,8813610,60100,44324,71389.337
Rockland,Maine,ME,33258648,5774317,72371,82936.38084
Rockledge,Florida,FL,31482598,3833965,101191,136536.2319
Rocklin,California,CA,50620710,138528,149657,162597.0835
Rockmart,Georgia,GA,8167808,29939,250000,31530.44584
Rocksprings,Texas,TX,3147587,1293,69139,78168.32752
Rockton,Illinois,IL,14222358,539385,126872,116026.7507
Rockvale,Tennessee,TN,11976026,0,300000,132511.527
Rockville,Indiana,IN,24208422.67,867441.5,165996.3333,164835.6399
Rockville Centre,New York,NY,8411231,220954,233186,208656.938
Rockwall,Texas,TX,42041,0,60206,54733.00486
Rockwell,Iowa,IA,3552370.5,982.75,193393.5,104709.6419
Rockwood,Pennsylvania,PA,520722,1494,53028,47078.2876
Rocky Mount,North Carolina,NC,39825322.5,160791,151780,133942.9833
Roebuck,South Carolina,SC,11114963,45775,92760,85240.77671
Roff,Oklahoma,OK,7515890.667,7581.666667,73131.66667,86309.36108
Rogers,Arkansas,AR,23375233.6,91797,139909.2,124799.0609
Rogers City,Michigan,MI,11714921,9904170,75155,130348.8882
Rogersville,Alabama,AL,8366834,2114.666667,66040.66667,68489.01576
Rogue River,Oregon,OR,9107870,18768.5,71032.5,55998.40438
Roland,Iowa,IA,15506473,54756,169484.5,102817.5642
Roll,Arizona,AZ,4979033,0,60708,69003.38832
Rolla,Missouri,MO,8930640,13450.25,192829,133686.3537
Rolling Hills,California,CA,21310297,66,245912.5,220838.5869
Rolling Meadows,Illinois,IL,14579313,16606,123752,149878.8058
Rolling Prairie,Indiana,IN,2735091,38481,91454,76637.83733
Rollingstone,Minnesota,MN,1147907,0,97267,115664.9641
Roma,Texas,TX,414200.871,0,171831.8065,45023.93028
Rome,Georgia,GA,5648314.667,46011.33333,94826.33333,119905.9832
Romeoville,Illinois,IL,49508101,1252340,101544,119005.665
Romulus,Michigan,MI,46899889.5,447305.5,78743,85054.75423
Ronan,Montana,MT,3117404,737,56517,76161.57892
Ronceverte,West Virginia,WV,4412566,62961,65986,63151.09549
Ronda,North Carolina,NC,2807609,0,49947,61338.2028
Roodhouse,Illinois,IL,2751192,0,90552,123114.3078
Roopville,Georgia,GA,4932938.5,0,85860.5,53717.70297
Roosevelt,New Jersey,NJ,15202485,12641.5,107453.5,122679.103
Ropesville,Texas,TX,939426,0,72551,86280.26278
Rosalia,Kansas,KS,2206742.333,0,140903.3333,76842.16385
Roscoe,Illinois,IL,13875930,97707,90709,122598.9912
Roscommon,Michigan,MI,3866359,18302,32482,35772.16399
Rose,Oklahoma,OK,6231586,0,300000,53255.84012
Rose Creek,Minnesota,MN,1279684,0,91021,80978.65454
Rose Hill,North Carolina,NC,8521942,3742.5,185431,69948.02303
Roseboro,North Carolina,NC,3134680,4584,75428,112782.2599
Rosebud,Montana,MT,20937471.25,31384,50344.5,43008.19919
Roseburg,Oregon,OR,11508444,209817,158425,137487.7242
Rosedale,Indiana,IN,5154716.75,62453.75,55218.75,62339.27968
Roseland,Louisiana,LA,2979183.5,246236.5,69904.5,43593.91637
Roselawn,Indiana,IN,12092921.5,15614,162623.5,58383.59816
Roselle,Illinois,IL,10447033,103325.5,114176.5,121848.6986
Rosemont,Illinois,IL,4642311,0,99713,132883.179
Rosemount,Minnesota,MN,3573645,0,300000,94144.76765
Rosendale,Missouri,MO,360726,0,250000,38022.43571
Rosenhayn,New Jersey,NJ,6855691,0,81663,94132.72113
Roseville,Minnesota,MN,17748070.5,1089912.5,81860,96795.00056
Rosharon,Texas,TX,13594931.5,19458,215606,115013.8533
Rosholt,South Dakota,SD,2525192,31360.33333,58935.66667,70252.00321
Roslyn,Washington,WA,2397561,0,108215,86567.42741
Roslyn Heights,New York,NY,2478589.5,0,254314.5,225835.1892
Rosman,North Carolina,NC,1414023,0,49159,48372.04572
Ross,California,CA,4030683,0,251709,226984.132
Rossford,Ohio,OH,12997089,791729,100245,125270.2476
Rosston,Arkansas,AR,9626593,81465.5,85127.5,97533.74594
Rossville,Georgia,GA,6416138.4,6514.6,71892.4,82818.38885
Roswell,Georgia,GA,37692838,1169474.333,62354.33333,108540.5433
Rotan,Texas,TX,5238467,0,69412,93754.50804
Rothbury,Michigan,MI,2336829,223086,73511,85375.1695
Rothsay,Minnesota,MN,2284041,0,75310,51841.8116
Rothschild,Wisconsin,WI,133914748,934102,99355,112449.427
Rotonda West,Florida,FL,27602059,2274305,84259,112778.1796
Rougon,Louisiana,LA,20643656,0,107099,97779.88084
Round Lake,Iowa,IA,3011736,0,79106,125171.541
Round Lake Beach,Illinois,IL,13120858,390708,93888,113515.4512
Round Lake Park,Illinois,IL,5356128,507521,73749,77763.97091
Round Rock,Texas,TX,92117027,781179,73770,59715.76142
Round Rock  Arizona,Arizona,AZ,36908820,251344,33809,42935.94539
Round Top,Texas,TX,2470985,0,249781,209186.4991
Rowesville,South Carolina,SC,3099160,0,71954,142046.9981
Rowland,North Carolina,NC,12495976,36878,38276.5,35552.30855
Rowland Heights,California,CA,33863884,14576,135160,154570.9274
Rowlett,Texas,TX,54099362,189991,106810,131506.3598
Rowley,Massachusetts,MA,4442262,69003,166482,168503.747
Roxboro,North Carolina,NC,16707196,17300,34165,54580.28776
Roy,Montana,MT,5037691.5,793,106937.5,101828.7032
Royal,Iowa,IA,604525,0,80383,105647.486
Royalton,Minnesota,MN,4200948.5,0,34286,89205.34761
Royersford,Pennsylvania,PA,2020441,110638,87396,102792.109
Royse City,Texas,TX,29413051.33,257782.6667,117894.3333,78876.96856
Royston,Georgia,GA,7891501.4,43213.6,92101.4,61931.24282
Rozel,Kansas,KS,687527,0,77468,104640.416
Ruby,Alaska,AK,13077919,40.5,63916,65779.57635
Ruckersville,Virginia,VA,7128971,56453,300000,70429.47352
Rudolph,Wisconsin,WI,3073394,0,87497,98430.86318
Rudyard,Montana,MT,793470.5,0,186483.5,46524.02239
Ruffin,South Carolina,SC,5411720.75,0,129462,84611.33245
