city,state_id,state_name,population,density
Milledgeville,IL,Illinois,952,532
Mountain Gate,CA,California,952,186
La Puebla,NM,New Mexico,952,120
Tuscarora,PA,Pennsylvania,952,105
Millersburg,IN,Indiana,951,568
Gore,OK,Oklahoma,951,160
Hoagland,IN,Indiana,951,108
New Tripoli,PA,Pennsylvania,951,400
Ramblewood,PA,Pennsylvania,950,118
Sam Rayburn,TX,Texas,950,43
Seven Mile,AZ,Arizona,950,162
Stateline,NV,Nevada,950,510
Cotter,AR,Arkansas,950,152
Onsted,MI,Michigan,950,343
Camp Hill,AL,Alabama,950,40
Bechtelsville,PA,Pennsylvania,949,694
Sheldon,IL,Illinois,949,486
Stafford,KS,Kansas,949,400
Vandiver,AL,Alabama,949,17
Triana,AL,Alabama,949,299
Silver City,NC,North Carolina,949,245
Elm Creek,NE,Nebraska,949,526
Newport,OH,Ohio,949,226
Mansfield,IL,Illinois,948,721
Hinton,IA,Iowa,948,510
Blue Mountain,MS,Mississippi,948,222
Rose Valley,PA,Pennsylvania,948,500
Genoa,NE,Nebraska,948,461
Silver Ridge,NJ,New Jersey,948,786
Ferguson,KY,Kentucky,947,174
Boonville,CA,California,947,65
Sturgeon,MO,Missouri,947,448
Shenandoah Shores,VA,Virginia,946,376
Strawberry,AZ,Arizona,946,38
Russell Gardens,NY,New York,946,2103
West Pelzer,SC,South Carolina,946,707
Saegertown,PA,Pennsylvania,946,237
Princeton,IA,Iowa,946,141
Lake Linden,MI,Michigan,946,463
Timberlane,IL,Illinois,946,207
Bernville,PA,Pennsylvania,945,859
Buchanan Lake Village,TX,Texas,945,245
Golden Shores,AZ,Arizona,945,44
Collinwood,TN,Tennessee,944,131
Plain Dealing,LA,Louisiana,944,230
Drexel,MO,Missouri,944,133
Griswold,IA,Iowa,944,586
Wallace,CA,California,944,83
Carrollton,AL,Alabama,943,176
Odebolt,IA,Iowa,943,347
Wayland,IA,Iowa,943,343
Crivitz,WI,Wisconsin,943,229
Raymond,IL,Illinois,942,285
Bow Mar,CO,Colorado,942,547
Zena,NY,New York,942,124
Goldsboro,PA,Pennsylvania,941,805
Ivyland,PA,Pennsylvania,941,1024
Pringle,PA,Pennsylvania,941,781
Homeland,GA,Georgia,941,145
Loma,CO,Colorado,941,33
Orlinda,TN,Tennessee,940,55
Bloomfield,NE,Nebraska,940,444
Cottonwood,ID,Idaho,940,432
Parcelas Nuevas,PR,Puerto Rico,940,564
Spiceland,IN,Indiana,940,253
South Canal,OH,Ohio,940,219
Medford,OK,Oklahoma,939,337
Jeffersonville,GA,Georgia,939,99
Mansfield Center,CT,Connecticut,939,118
Napanoch,NY,New York,939,297
McIntosh,NM,New Mexico,939,16
Central Lake,MI,Michigan,939,361
New Castle,KY,Kentucky,939,884
Zia Pueblo,NM,New Mexico,939,13
Franklin Grove,IL,Illinois,938,763
Wenona,IL,Illinois,938,492
Magas Arriba,PR,Puerto Rico,938,493
Dryden,MI,Michigan,938,328
Camptown,VA,Virginia,938,59
Gwinner,ND,North Dakota,937,175
Parrish,AL,Alabama,937,172
Hydro,OK,Oklahoma,937,539
Wallace Ridge,LA,Louisiana,936,51
Borden,IN,Indiana,936,259
Mason,WV,West Virginia,936,618
Addyston,OH,Ohio,936,424
Cotton Valley,LA,Louisiana,936,137
Green River,UT,Utah,935,13
Carrizozo,NM,New Mexico,935,43
Trumbauersville,PA,Pennsylvania,935,811
Lamar,SC,South Carolina,935,294
Hardin,TX,Texas,935,139
Farmersville,PA,Pennsylvania,935,146
Maysville,NC,North Carolina,935,421
Grace,ID,Idaho,935,376
Paint,PA,Pennsylvania,935,1036
Sister Bay,WI,Wisconsin,935,139
Cannon Ball,ND,North Dakota,935,4
Santa Susana,CA,California,935,324
Lansing,IA,Iowa,935,335
Lake Bosworth,WA,Washington,935,105
Miner,MO,Missouri,934,79
Utica,IN,Indiana,934,302
Walker,MN,Minnesota,934,141
Clarksville City,TX,Texas,934,56
Elliott,MS,Mississippi,934,79
Burnsville,MS,Mississippi,934,75
Talpa,NM,New Mexico,934,275
Hondah,AZ,Arizona,934,29
Lynnview,KY,Kentucky,933,1938
Brunswick,NC,North Carolina,933,600
Prentiss,MS,Mississippi,933,120
Shellman,GA,Georgia,933,114
Golden Beach,FL,Florida,933,1110
Westphalia,MI,Michigan,933,328
Saybrook Manor,CT,Connecticut,933,466
Lake Quivira,KS,Kansas,933,258
Grandfield,OK,Oklahoma,933,429
Clarkrange,TN,Tennessee,932,35
Le Roy,MN,Minnesota,932,509
Coldspring,TX,Texas,932,193
Eden,WI,Wisconsin,932,599
White Sulphur Springs,MT,Montana,931,361
Lake of the Woods,CA,California,931,102
Craigsville,VA,Virginia,931,173
Naco,AZ,Arizona,931,111
Kiowa,KS,Kansas,931,324
Henning,TN,Tennessee,931,145
Henderson,MN,Minnesota,930,334
Palmas,PR,Puerto Rico,930,274
Deer River,MN,Minnesota,930,280
Crawford,NE,Nebraska,930,305
Hays,MT,Montana,930,13
Uniontown,KY,Kentucky,930,422
Tilden,NE,Nebraska,930,463
Kaanapali,HI,Hawaii,930,72
West Point,IA,Iowa,930,568
Liberty,UT,Utah,929,61
Cameron,AZ,Arizona,929,19
Greens Landing,PA,Pennsylvania,929,133
Hesperia,MI,Michigan,929,438
Jupiter Island,FL,Florida,929,132
Battle Lake,MN,Minnesota,929,253
Black Hammock,FL,Florida,928,34
Linnell Camp,CA,California,928,3058
Owen,WI,Wisconsin,928,153
Jonesville,VA,Virginia,928,322
Ellington,MO,Missouri,928,245
Poquott,NY,New York,928,815
Toomsuba,MS,Mississippi,928,76
Delta Junction,AK,Alaska,928,25
Boston,VA,Virginia,928,139
Hotchkiss,CO,Colorado,928,386
Pine River,MN,Minnesota,927,296
Dagsboro,DE,Delaware,927,245
Summerton,SC,South Carolina,927,264
Gun Club Estates,FL,Florida,927,2996
Pettit,OK,Oklahoma,927,30
Chilchinbito,AZ,Arizona,926,15
Stockertown,PA,Pennsylvania,926,368
Jolivue,VA,Virginia,926,190
Point,TX,Texas,926,129
Foreman,AR,Arkansas,926,180
Allen,OK,Oklahoma,926,403
Blue Ridge,TX,Texas,926,320
Big Point,MS,Mississippi,925,121
Walnut Grove,TN,Tennessee,925,74
Hubbell,MI,Michigan,925,191
Pleasant Hill,IL,Illinois,925,466
Millerton,NY,New York,925,596
Upper Bear Creek,CO,Colorado,925,94
Pine Brook Hill,CO,Colorado,925,124
Vega,TX,Texas,924,331
Wartburg,TN,Tennessee,924,352
Old Fort,NC,North Carolina,924,292
Alpine,WY,Wyoming,924,399
South Ashburnham,MA,Massachusetts,924,119
Jamestown,IN,Indiana,924,398
Beloit,OH,Ohio,924,365
Philipsburg,MT,Montana,923,419
Fredericksburg,IA,Iowa,923,396
Wyanet,IL,Illinois,923,379
Silver Lake,IN,Indiana,923,664
Black Eagle,MT,Montana,923,230
DeLand Southwest,FL,Florida,923,570
Fremont Hills,MO,Missouri,922,637
Marine,IL,Illinois,922,478
Millville,PA,Pennsylvania,922,362
Quinby,SC,South Carolina,922,272
Village of Clarkston,MI,Michigan,921,803
McClure,PA,Pennsylvania,921,94
Wayne,OH,Ohio,921,1103
Blue River,CO,Colorado,921,144
Appling,GA,Georgia,921,40
North Enid,OK,Oklahoma,921,153
Hallock,MN,Minnesota,921,166
Minersville,UT,Utah,920,163
Wakefield,KS,Kansas,920,715
Hopland,CA,California,920,100
Shabbona,IL,Illinois,920,279
Las Croabas,PR,Puerto Rico,920,448
Valders,WI,Wisconsin,920,246
Pomona Park,FL,Florida,920,116
New Washington,OH,Ohio,920,265
Glenwillow,OH,Ohio,919,130
Atwood,TN,Tennessee,919,204
Percy,IL,Illinois,919,362
Adelino,NM,New Mexico,919,130
Woodville,MS,Mississippi,919,342
Killbuck,OH,Ohio,919,1041
Necedah,WI,Wisconsin,918,128
Garysburg,NC,North Carolina,918,375
Helenwood,TN,Tennessee,918,55
Pound,VA,Virginia,918,136
Elkhart,IA,Iowa,918,198
Greenleaf,WI,Wisconsin,918,343
New Bethlehem,PA,Pennsylvania,917,759
Calmar,IA,Iowa,917,320
Sharon,TN,Tennessee,917,278
Spring Ridge,PA,Pennsylvania,917,391
Prices Fork,VA,Virginia,917,175
Yeagertown,PA,Pennsylvania,917,788
Mahinahina,HI,Hawaii,917,52
Laurel,NE,Nebraska,916,299
Grant,AL,Alabama,916,191
Marvell,AR,Arkansas,916,246
Red Cloud,NE,Nebraska,916,344
Waterloo,NE,Nebraska,915,548
Eldon,IA,Iowa,915,317
Warrenville,SC,South Carolina,915,325
Marueño,PR,Puerto Rico,915,755
Langdon Place,KY,Kentucky,915,2070
Goshen,UT,Utah,915,429
Komatke,AZ,Arizona,915,157
Bloomingburg,OH,Ohio,915,515
Waynoka,OK,Oklahoma,914,356
Port Gamble Tribal Community,WA,Washington,914,83
Washington,LA,Louisiana,914,426
Ivey,GA,Georgia,914,136
Leland,IL,Illinois,914,661
Beaumont,MS,Mississippi,914,102
Le Grand,IA,Iowa,914,338
Fordoche,LA,Louisiana,913,144
Garberville,CA,California,913,131
Shiocton,WI,Wisconsin,913,225
Altoona,AL,Alabama,913,81
DeSales University,PA,Pennsylvania,913,1383
Mesa Verde,CA,California,913,81
Hilltop,OH,Ohio,912,470
Ponca,NE,Nebraska,912,484
Mount Olive,MS,Mississippi,912,113
Grawn,MI,Michigan,912,555
Lost City,OK,Oklahoma,912,14
Coleman,FL,Florida,911,135
Hiawassee,GA,Georgia,911,217
Swayzee,IN,Indiana,911,750
Clay City,IL,Illinois,911,197
Wessington Springs,SD,South Dakota,911,195
Sherwood Shores,TX,Texas,911,123
Garden Grove,FL,Florida,911,363
Pearlington,MS,Mississippi,911,38
Bloomville,OH,Ohio,911,582
Perry,KS,Kansas,910,469
Centuria,WI,Wisconsin,910,206
Panacea,FL,Florida,910,210
Diamond,MO,Missouri,910,470
Tunnel Hill,GA,Georgia,910,180
Morrice,MI,Michigan,910,269
Franklin,NE,Nebraska,910,354
High Rolls,NM,New Mexico,910,22
Barker Ten Mile,NC,North Carolina,909,154
Garden Plain,KS,Kansas,909,345
Old Field,NY,New York,909,169
Pinnacle,NC,North Carolina,909,97
Tellico Plains,TN,Tennessee,909,179
Marshall,NC,North Carolina,908,93
Keystone,CO,Colorado,908,8
Port Royal,PA,Pennsylvania,908,582
Puako,HI,Hawaii,908,34
Ignacio,CO,Colorado,908,812
Keosauqua,IA,Iowa,908,242
Osceola,MO,Missouri,908,344
Waynesburg,OH,Ohio,908,710
Temple,OK,Oklahoma,907,267
Walhalla,ND,North Dakota,907,338
Bayside Gardens,OR,Oregon,907,353
Pimaco Two,AZ,Arizona,907,77
Fieldale,VA,Virginia,907,225
Centerville,TX,Texas,907,205
Celeste,TX,Texas,907,260
Dubach,LA,Louisiana,907,192
Cedar Grove,WV,West Virginia,907,488
Springer,NM,New Mexico,906,158
East Brady,PA,Pennsylvania,906,432
Howard,CO,Colorado,906,20
East Bernstadt,KY,Kentucky,906,165
Slaughter,LA,Louisiana,906,63
Grand Coteau,LA,Louisiana,905,144
Carpendale,WV,West Virginia,905,266
Arrington,VA,Virginia,905,33
Schoeneck,PA,Pennsylvania,905,112
North Haverhill,NH,New Hampshire,905,114
McGill,NV,Nevada,905,321
Butte des Morts,WI,Wisconsin,904,282
Cattaraugus,NY,New York,904,312
Haxtun,CO,Colorado,904,586
Maxwell,IA,Iowa,903,319
Hopedale,OH,Ohio,903,314
Piedmont,SD,South Dakota,903,264
Monrovia,MD,Maryland,903,155
Cooperstown,ND,North Dakota,903,356
Camanche Village,CA,California,903,64
Paraje,NM,New Mexico,903,62
Friendsville,TN,Tennessee,903,122
Rivesville,WV,West Virginia,903,664
Far Hills,NJ,New Jersey,903,71
Inkom,ID,Idaho,902,358
Milford Center,OH,Ohio,902,852
Plandome Manor,NY,New York,902,720
Woodbury,GA,Georgia,902,171
Womens Bay,AK,Alaska,902,7
Dyer,AR,Arkansas,902,118
Belmont,NY,New York,902,349
Dighton,KS,Kansas,902,401
Eton,GA,Georgia,902,276
Brady,WA,Washington,902,56
Ray,ND,North Dakota,901,264
Burlingame,KS,Kansas,901,393
Lake Don Pedro,CA,California,901,27
Texhoma,OK,Oklahoma,901,555
Stanaford,WV,West Virginia,901,182
Stratford,CA,California,901,509
Bandera,TX,Texas,900,292
Antelope,SD,South Dakota,900,151
Anita,IA,Iowa,900,195
Hardin,IL,Illinois,900,163
Glidden,TX,Texas,900,349
Wisner,LA,Louisiana,900,436
Hide-A-Way Hills,OH,Ohio,900,133
Santee,SC,South Carolina,900,165
Sandia,TX,Texas,900,359
Dennehotso,AZ,Arizona,900,34
Lake Mack-Forest Hills,FL,Florida,899,71
Moulton,TX,Texas,899,415
Augusta,MI,Michigan,899,338
Lockwood,MO,Missouri,899,357
Grundy,VA,Virginia,899,69
Gales Ferry,CT,Connecticut,899,396
Danville,IA,Iowa,899,458
Ceresco,NE,Nebraska,899,821
Chamita,NM,New Mexico,899,90
New Baltimore,OH,Ohio,899,252
Sugar Grove,VA,Virginia,899,119
Dotsero,CO,Colorado,899,256
Ossineke,MI,Michigan,899,94
Bear River City,UT,Utah,898,192
Roseville,IL,Illinois,898,469
Geraldine,AL,Alabama,898,88
McRoberts,KY,Kentucky,898,61
Goochland,VA,Virginia,898,77
Seville,FL,Florida,897,48
Fort Sumner,NM,New Mexico,897,104
Kekoskee,WI,Wisconsin,897,10
Norris Canyon,CA,California,897,93
Glendale,OR,Oregon,897,875
Dorris,CA,California,897,493
Lower Brule,SD,South Dakota,897,952
Mikes,TX,Texas,897,2644
White Plains,KY,Kentucky,897,106
Athens,WV,West Virginia,897,879
Brent,OK,Oklahoma,896,30
West Swanzey,NH,New Hampshire,896,134
Upper Lake,CA,California,896,205
Lake Madison,SD,South Dakota,895,73
Northwood,ND,North Dakota,895,285
Seaman,OH,Ohio,895,323
Reddell,LA,Louisiana,895,90
Sudan,TX,Texas,895,337
Cottondale,FL,Florida,895,105
Troy,ID,Idaho,895,436
Shepherd,MT,Montana,895,155
Coulterville,IL,Illinois,895,617
Council,ID,Idaho,894,327
Hubbard Lake,MI,Michigan,894,39
Solana,FL,Florida,894,225
Leakesville,MS,Mississippi,894,218
Odessa,WA,Washington,894,424
New Haven,KY,Kentucky,894,597
Butler,OH,Ohio,894,318
Rupert,WV,West Virginia,894,449
Hagerman,ID,Idaho,893,586
Empire City,OK,Oklahoma,893,32
Annville,KY,Kentucky,893,43
Williamsdale,OH,Ohio,893,1979
Independence,VA,Virginia,892,147
North Haven,NY,New York,892,126
La Grange,MO,Missouri,892,221
Bodega,CA,California,892,118
Garrett,TX,Texas,892,191
McKenna,WA,Washington,892,316
Albany,OH,Ohio,891,260
Iron Ridge,WI,Wisconsin,891,512
Pasadena Hills,MO,Missouri,891,1623
Larchwood,IA,Iowa,891,346
Neola,IA,Iowa,891,540
Ipswich,SD,South Dakota,891,256
Ashton,IL,Illinois,891,513
Wishek,ND,North Dakota,891,239
Clinton,WA,Washington,891,339
Memphis,IN,Indiana,891,132
Randolph,NE,Nebraska,890,364
Whitewater,CA,California,890,34
Whitney Point,NY,New York,890,329
Elkhorn City,KY,Kentucky,890,44
Pinon,AZ,Arizona,889,52
Rouzerville,PA,Pennsylvania,889,525
Carthage,IN,Indiana,889,607
Morrill,NE,Nebraska,889,611
Diablo Grande,CA,California,889,67
Pembroke,KY,Kentucky,889,310
Curtis,NE,Nebraska,889,286
Lake Ketchum,WA,Washington,889,165
Allenton,WI,Wisconsin,889,237
Montandon,PA,Pennsylvania,889,398
Viola,IL,Illinois,888,409
Aguila,AZ,Arizona,888,218
Lobelville,TN,Tennessee,888,91
Bowman,SC,South Carolina,888,286
Shirley,IN,Indiana,888,973
Avella,PA,Pennsylvania,888,380
Church Rock,NM,New Mexico,887,148
Sanford,CO,Colorado,887,234
Plainview,CA,California,887,1107
Lebo,KS,Kansas,887,357
Ivalee,AL,Alabama,887,45
Clarkson,KY,Kentucky,886,321
Lake Tanglewood,TX,Texas,886,304
North Tunica,MS,Mississippi,886,591
Bellemeade,KY,Kentucky,886,1166
Parker Strip,AZ,Arizona,886,109
Truesdale,MO,Missouri,886,267
Greenleaf,ID,Idaho,886,444
Fort Lawn,SC,South Carolina,886,245
North Key Largo,FL,Florida,886,18
Adairville,KY,Kentucky,885,290
Hankinson,ND,North Dakota,885,183
Shelby,AL,Alabama,885,18
Mayville,MI,Michigan,885,317
Seabeck,WA,Washington,885,102
Fuller Acres,CA,California,885,452
Grant,MI,Michigan,884,513
North Perry,OH,Ohio,884,87
Gallatin Gateway,MT,Montana,884,58
Simonton,TX,Texas,884,145
Bowmanstown,PA,Pennsylvania,884,443
Port O'Connor,TX,Texas,884,85
Welcome,LA,Louisiana,884,75
LaMoure,ND,North Dakota,883,253
Medley,FL,Florida,883,67
Central,UT,Utah,883,136
Utica,MS,Mississippi,883,113
Monroe,IN,Indiana,883,501
Allenwood,NJ,New Jersey,883,195
Pleasureville,KY,Kentucky,883,704
Birchwood Village,MN,Minnesota,882,999
Elk Mound,WI,Wisconsin,882,149
Baroda,MI,Michigan,882,475
Elsinore,UT,Utah,882,253
Fair Bluff,NC,North Carolina,881,144
Kykotsmovi Village,AZ,Arizona,881,20
Tilden,IL,Illinois,881,348
Dixon,KY,Kentucky,881,272
Rimersburg,PA,Pennsylvania,881,935
Cimarron,NM,New Mexico,881,169
Teviston,CA,California,881,156
Cassville,WI,Wisconsin,881,328
Indian Springs,NV,Nevada,881,18
Fieldbrook,CA,California,880,32
Lilly,PA,Pennsylvania,880,675
Munds Park,AZ,Arizona,880,15
Arco,ID,Idaho,880,318
Galatia,IL,Illinois,880,174
Millheim,PA,Pennsylvania,880,256
North Edwards,CA,California,880,26
Mi-Wuk Village,CA,California,880,122
Las Ochenta,PR,Puerto Rico,880,638
Rushville,NE,Nebraska,879,295
Americus,KS,Kansas,879,313
Blende,CO,Colorado,879,251
Gardiner,MT,Montana,879,58
Delton,MI,Michigan,879,153
Fouke,AR,Arkansas,878,250
Magdalena,NM,New Mexico,878,54
Crescent,LA,Louisiana,878,203
Soda Bay,CA,California,878,263
Oklahoma,PA,Pennsylvania,878,442
Kapp Heights,PA,Pennsylvania,878,968
Gibsland,LA,Louisiana,878,128
Kirby,AR,Arkansas,878,23
Milltown,WI,Wisconsin,877,186
Roachdale,IN,Indiana,877,668
Mountain Village,AK,Alaska,877,80
Argenta,IL,Illinois,877,518
Prairie City,OR,Oregon,876,341
West Point,KY,Kentucky,876,126
Quapaw,OK,Oklahoma,876,339
Mount Crested Butte,CO,Colorado,876,165
Durhamville,NY,New York,876,246
Galva,KS,Kansas,876,677
Cactus Forest,AZ,Arizona,876,123
Wall,SD,South Dakota,875,155
Adair Village,OR,Oregon,874,767
Patagonia,AZ,Arizona,874,262
Mosses,AL,Alabama,874,71
Dover,ID,Idaho,874,106
Reid Hope King,TX,Texas,874,1193
Arcadia Lakes,SC,South Carolina,874,605
Brilliant,AL,Alabama,873,31
Garrison,TX,Texas,873,287
Benton,MO,Missouri,873,530
Lake Waukomis,MO,Missouri,873,1146
Mountainair,NM,New Mexico,873,213
Wheatfield,IN,Indiana,873,585
Gaston,IN,Indiana,873,926
Leeds,UT,Utah,873,53
North Bend,OH,Ohio,873,308
Miles,TX,Texas,872,197
Denali Park,AK,Alaska,872,1
Cleveland,NC,North Carolina,872,202
Dugger,IN,Indiana,872,574
Centerville,SD,South Dakota,872,467
Long Grove,IA,Iowa,872,291
Savoy,TX,Texas,872,422
Dallas City,IL,Illinois,872,141
Grand Ridge,FL,Florida,872,77
Benton,KS,Kansas,871,240
Autaugaville,AL,Alabama,871,42
Houck,AZ,Arizona,871,7
Whitecone,AZ,Arizona,871,7
Farwell,MI,Michigan,871,246
Funkstown,MD,Maryland,871,915
Cashion,OK,Oklahoma,871,196
Poulan,GA,Georgia,870,200
Montreat,NC,North Carolina,870,123
Trinidad,TX,Texas,870,22
Rockaway Beach,MO,Missouri,869,531
Deer Park,CA,California,869,59
Gloster,MS,Mississippi,869,183
East Bank,WV,West Virginia,869,696
St. Mary of the Woods,IN,Indiana,868,262
Orocovis,PR,Puerto Rico,868,2789
Linn Valley,KS,Kansas,868,113
Walnut Springs,TX,Texas,868,251
Airport Drive,MO,Missouri,868,167
Victor,IA,Iowa,868,709
Tilghmanton,MD,Maryland,868,722
Reeds Spring,MO,Missouri,867,223
Superior,MT,Montana,867,350
Black Diamond,FL,Florida,867,84
Dresser,WI,Wisconsin,866,174
Blue Hill,NE,Nebraska,866,452
Hingham,WI,Wisconsin,866,124
New Knoxville,OH,Ohio,866,370
Bajandas,PR,Puerto Rico,866,517
Inverness,MS,Mississippi,866,232
Knik River,AK,Alaska,866,4
Silkworth,PA,Pennsylvania,865,98
Matamoras,OH,Ohio,865,960
Grantsville,MD,Maryland,865,322
Port Trevorton,PA,Pennsylvania,865,101
Morehouse,MO,Missouri,865,415
St. Stephen,MN,Minnesota,865,89
Dorchester,WI,Wisconsin,865,239
Graniteville,VT,Vermont,865,195
Tunica,MS,Mississippi,864,502
Onamia,MN,Minnesota,864,351
Fairview,MT,Montana,864,416
Marblehead,OH,Ohio,864,105
Hamden,OH,Ohio,864,586
Harwick,PA,Pennsylvania,864,754
Ventress,LA,Louisiana,864,164
St. George Island,FL,Florida,863,70
Sheffield,IL,Illinois,863,467
Rib Lake,WI,Wisconsin,863,191
Albany,IL,Illinois,863,311
Stony Creek Mills,PA,Pennsylvania,863,524
Elkville,IL,Illinois,863,436
Cottonwood Falls,KS,Kansas,862,527
Belmont,WV,West Virginia,862,815
Jennings,FL,Florida,862,125
Decaturville,TN,Tennessee,862,201
Folsom,LA,Louisiana,862,199
Darbydale,OH,Ohio,862,334
Darlington,IN,Indiana,862,990
Scranton,SC,South Carolina,862,420
Mannsville,OK,Oklahoma,862,102
Fountain City,WI,Wisconsin,861,75
Vineland,MN,Minnesota,861,35
Attica,OH,Ohio,861,498
Lometa,TX,Texas,861,395
Dibble,OK,Oklahoma,861,44
East Mountain,TX,Texas,861,157
Walnut Creek,NC,North Carolina,861,156
Midway,NM,New Mexico,861,133
Edgewood,IA,Iowa,861,391
Sciotodale,OH,Ohio,861,172
Oriental,NC,North Carolina,861,232
Chain O' Lakes,WI,Wisconsin,861,97
Wilbur,WA,Washington,861,252
Lake Panorama,IA,Iowa,860,50
Burrton,KS,Kansas,860,374
Brantleyville,AL,Alabama,860,151
Lake Santee,IN,Indiana,860,134
West Siloam Springs,OK,Oklahoma,859,94
Arlington,SD,South Dakota,859,193
Hi-Nella,NJ,New Jersey,858,1488
Taylortown,NC,North Carolina,858,250
Newhall,IA,Iowa,858,1098
Sodus Point,NY,New York,858,225
Harrisville,PA,Pennsylvania,858,412
Felicity,OH,Ohio,858,1219
Gladbrook,IA,Iowa,858,474
Bearden,AR,Arkansas,858,205
Rocky Ridge,UT,Utah,858,193
Walker,CA,California,858,17
Schleswig,IA,Iowa,857,254
Hyndman,PA,Pennsylvania,857,646
Moreauville,LA,Louisiana,857,109
Lincoln,MT,Montana,857,18
Deerfield,MI,Michigan,857,349
Grantwood Village,MO,Missouri,856,404
New Preston,CT,Connecticut,856,45
Vista West,WY,Wyoming,856,69
Greers Ferry,AR,Arkansas,856,45
Hillside,NY,New York,856,398
Paxton,FL,Florida,856,88
Marion,MI,Michigan,856,256
Export,PA,Pennsylvania,856,819
Primghar,IA,Iowa,856,238
Mendocino,CA,California,855,146
Buffalo Center,IA,Iowa,855,306
West Winfield,NY,New York,855,362
Merrill,OR,Oregon,855,719
Seiling,OK,Oklahoma,855,324
Indian Lake,TX,Texas,854,1533
Oakland,IL,Illinois,854,417
La Fargeville,NY,New York,854,99
Silverdale,PA,Pennsylvania,854,797
Plantation,KY,Kentucky,854,1632
Donnellson,IA,Iowa,854,259
McBee,SC,South Carolina,854,251
Oljato-Monument Valley,UT,Utah,854,11
Woodmere,OH,Ohio,853,985
Tangipahoa,LA,Louisiana,853,327
East Tulare Villa,CA,California,853,683
Chester,MT,Montana,853,676
Dollar Bay,MI,Michigan,853,83
Rio,FL,Florida,853,872
Dewar,OK,Oklahoma,853,351
Lake Arrowhead,WI,Wisconsin,853,65
Lasara,TX,Texas,853,227
Brandon,WI,Wisconsin,853,435
Annawan,IL,Illinois,853,154
Wiley Ford,WV,West Virginia,852,114
Pine Hill,AL,Alabama,852,86
Rockford,TN,Tennessee,852,103
Newell,IA,Iowa,852,260
Riegelsville,PA,Pennsylvania,852,326
Rocky Boy West,MT,Montana,852,60
New Holland,OH,Ohio,851,167
White Swan,WA,Washington,851,123
Rankin,TX,Texas,851,311
West Salem,IL,Illinois,851,210
Woodsville,NH,New Hampshire,851,374
Alamo,NM,New Mexico,851,8
St. Paul,VA,Virginia,851,237
Longport,NJ,New Jersey,851,831
Mendon,MI,Michigan,851,335
Bunker Hill,IN,Indiana,851,845
Blacklake,CA,California,850,313
Lenox,GA,Georgia,850,205
Indian Springs,TX,Texas,850,179
White Plains,AL,Alabama,850,25
Mignon,AL,Alabama,850,163
Sunol,CA,California,850,11
Mission,OR,Oregon,850,43
Spaulding,IL,Illinois,849,436
Winthrop,IA,Iowa,849,414
Gouldsboro,PA,Pennsylvania,849,126
Dunkerton,IA,Iowa,849,289
Maywood Park,OR,Oregon,849,1900
Inwood,IA,Iowa,849,245
Star,NC,North Carolina,849,253
Frederica,DE,Delaware,849,188
Chappell,NE,Nebraska,849,466
McLouth,KS,Kansas,849,569
Mount Jewett,PA,Pennsylvania,849,140
Log Lane Village,CO,Colorado,849,1672
Inman Mills,SC,South Carolina,849,288
Colcord,OK,Oklahoma,849,134
South Wallins,KY,Kentucky,849,52
Madisonville,LA,Louisiana,848,130
Talbotton,GA,Georgia,848,105
Pentwater,MI,Michigan,848,244
Neffs,OH,Ohio,848,82
Paw Paw,IL,Illinois,848,572
Naches,WA,Washington,847,383
Hailesboro,NY,New York,847,69
Stonington,IL,Illinois,846,714
Puxico,MO,Missouri,846,490
Bentleyville,OH,Ohio,846,127
Gassaway,WV,West Virginia,846,282
Readlyn,IA,Iowa,846,995
Fordland,MO,Missouri,846,295
Braymer,MO,Missouri,846,552
Lilydale,MN,Minnesota,846,587
Cobb Island,MD,Maryland,846,521
Caspian,MI,Michigan,845,228
Maguayo,PR,Puerto Rico,845,1047
Sentinel,OK,Oklahoma,845,529
Crenshaw,MS,Mississippi,845,793
Greenville,GA,Georgia,845,139
Valley View,TX,Texas,845,92
Ruston,WA,Washington,845,1276
Mazeppa,MN,Minnesota,845,301
Heidlersburg,PA,Pennsylvania,845,301
Huntland,TN,Tennessee,844,213
Summerland,CA,California,844,164
Isleton,CA,California,844,741
Lake Latonka,PA,Pennsylvania,844,138
Hackett,AR,Arkansas,844,226
Elephant Head,AZ,Arizona,844,43
Happy Camp,CA,California,844,26
Fincastle,KY,Kentucky,844,1529
Bruno,WV,West Virginia,844,251
Sanford,MI,Michigan,844,256
Apple Valley,UT,Utah,844,8
Rich Square,NC,North Carolina,844,105
Gratis,OH,Ohio,843,337
Minor,AL,Alabama,843,464
Forest Hill,LA,Louisiana,843,100
Pellston,MI,Michigan,843,166
Witt,IL,Illinois,843,242
Burnside,KY,Kentucky,843,85
Cameron,WV,West Virginia,843,379
Betances,PR,Puerto Rico,843,2572
Osceola,NE,Nebraska,843,353
Paris,PA,Pennsylvania,842,153
Illiopolis,IL,Illinois,842,745
Rutledge,GA,Georgia,842,99
South Fork,PA,Pennsylvania,842,688
Gayle Mill,SC,South Carolina,842,496
Kenansville,NC,North Carolina,841,153
Seligman,MO,Missouri,841,260
Laurel Park,VA,Virginia,841,249
Togiak,AK,Alaska,841,7
Lake Victoria,MI,Michigan,841,394
Potrero,CA,California,841,103
Eastover,SC,South Carolina,841,267
Crystal Springs,FL,Florida,841,57
Selawik,AK,Alaska,840,139
