State_Name,State_ab,City,ALand,AWater,Median,Stdev
California,CA,Los Olivos,323725657,181368,107925,81905
California,CA,Orcutt,6347531,0,92652,51890
California,CA,Orcutt,3295313,0,68952,49388
California,CA,Orcutt,2417989,0,57913,52923
California,CA,Santa Maria,1384069,0,39511,49537
California,CA,Santa Maria,1341425,0,67595,45892
California,CA,Santa Maria,7960902,979326,300000,47965
California,CA,Santa Maria,1304263,0,35901,26776
California,CA,Maywood,400466,0,28911,37898
California,CA,Santa Maria,16289554,43490,51579,53999
California,CA,Guadalupe,164108625,2925946,42533,33551
California,CA,Lompoc,1442541,0,22628,46215
California,CA,Lompoc,1277089,0,28277,16547
California,CA,Lompoc,5665978,14331,300000,44829
California,CA,Los Alamos,212718441,223637,300000,56975
California,CA,Goleta,2545143,0,99361,62135
California,CA,Goleta,4982102,154007,0,0
California,CA,Goleta,1262746,42349,17111,56821
California,CA,Goleta,4042575,34901,300000,36956
California,CA,Bell Gardens,897694,0,55317,44085
California,CA,Santa Barbara,2570685,0,95018,64200
California,CA,San Jose,1922127,0,300000,52352
California,CA,San Jose,1005368,0,56906,71515
California,CA,San Jose,1678457,0,81036,85409
California,CA,San Jose,802660,0,38201,75613
California,CA,San Jose,747097,0,300000,85431
California,CA,San Jose,888545,0,63950,51405
California,CA,Palo Alto,1114858,0,300000,51692
California,CA,San Jose,1329447,0,54233,66051
California,CA,San Jose,1800322,0,300000,49286
California,CA,Cudahy,530210,0,35775,28730
California,CA,San Jose,2679680,0,300000,89874
California,CA,Fremont,2038968,0,99822,71725
California,CA,San Jose,2496645,0,300000,73578
California,CA,San Jose,1281448,0,74687,41741
California,CA,San Jose,1755869,0,125418,68804
California,CA,San Jose,1882833,0,140875,76780
California,CA,San Jose,2079764,0,300000,61167
California,CA,San Jose,1718308,0,300000,93822
California,CA,San Jose,2325847,0,149847,76529
California,CA,San Jose,1136976,0,40195,51002
California,CA,San Jose,565899,0,57248,37078
California,CA,Los Angeles,483255,0,33222,45864
California,CA,San Jose,1434115,0,300000,60460
California,CA,San Jose,1671364,0,300000,67665
California,CA,San Jose,590507,0,33637,31549
California,CA,San Jose,1667715,0,64008,49361
California,CA,San Jose,1643933,0,62402,57918
California,CA,San Jose,1121419,0,115553,72799
California,CA,San Jose,17768600,0,300000,56905
California,CA,San Jose,13197376,0,198760,80042
California,CA,San Jose,881071,0,0,0
California,CA,San Jose,999855,0,55487,61221
California,CA,South Gate,442234,0,38053,29189
California,CA,San Jose,1032932,0,54130,52739
California,CA,San Jose,655030,0,46721,45411
California,CA,San Jose,601269,0,37107,58490
California,CA,San Jose,1674999,0,300000,35982
California,CA,San Jose,1025948,0,48556,43456
California,CA,San Jose,1344235,0,72933,51995
California,CA,San Jose,1697241,0,96103,62179
California,CA,San Jose,1475199,0,300000,69929
California,CA,San Jose,1191011,0,91237,77155
California,CA,San Jose,1449466,0,300000,58073
California,CA,South Gate,1013032,0,66496,44661
California,CA,San Jose,1366098,0,100239,62376
California,CA,Milpitas,1206869,0,153699,78130
California,CA,Milpitas,16847396,110368,112600,68686
California,CA,Milpitas,6029783,0,164345,78999
California,CA,Milpitas,1788733,0,101321,70327
California,CA,Sunnyvale,1451019,0,90728,63771
California,CA,San Jose,13982529,0,300000,70723
California,CA,San Jose,6950920,0,33972,23854
California,CA,Santa Clara,1438915,0,108998,74844
California,CA,Santa Clara,1557901,0,300000,65854
California,CA,Lynwood,756104,0,30182,28142
California,CA,Santa Clara,1064751,0,105679,68464
California,CA,Santa Clara,1612246,0,300000,54265
California,CA,Santa Clara,2151587,0,300000,81228
California,CA,Santa Clara,1136638,0,130198,78659
California,CA,Santa Clara,1107744,0,81496,84279
California,CA,San Jose,2014344,0,95226,80222
California,CA,Campbell,1343313,0,71866,69648
California,CA,Campbell,2851938,200895,100770,67565
California,CA,Campbell,1296322,0,300000,67127
California,CA,San Jose,1187738,0,69407,59712
California,CA,Los Angeles,2515149,1031,45361,43862
California,CA,Los Gatos,2882476,0,98841,82471
California,CA,San Jose,2290468,0,300000,73523
California,CA,Los Gatos,9395765,0,112169,82047
California,CA,Campbell,1800906,0,300000,75106
California,CA,Saratoga,8503009,0,300000,77969
California,CA,Saratoga,2341428,0,131902,85237
California,CA,Saratoga,13873389,0,192079,84134
California,CA,Cupertino,6516948,82312,300000,68913
California,CA,Cupertino,1701488,0,151829,77090
California,CA,San Jose,1460207,0,142188,82373
California,CA,Compton,867709,0,41871,42011
California,CA,Cupertino,798210,0,300000,77208
California,CA,Santa Clara,2608106,0,300000,75373
California,CA,Sunnyvale,1983556,0,113437,84832
California,CA,Sunnyvale,2506479,0,176090,71791
California,CA,Sunnyvale,1864476,0,300000,72669
California,CA,Sunnyvale,1154021,0,112812,74994
California,CA,Sunnyvale,1340639,0,105834,72401
California,CA,Redwood City,5999099,0,117574,63590
California,CA,Sunnyvale,3114195,0,115034,69230
California,CA,Sunnyvale,438069,0,116088,66769
California,CA,Compton,1328440,55915,41280,40984
California,CA,Mountain View,1578925,0,97043,62481
California,CA,Palo Alto,1559582,0,97983,87348
California,CA,Mountain View,1049279,0,57893,61170
California,CA,Mountain View,1727247,0,300000,81849
California,CA,Los Altos,3551120,0,300000,89918
California,CA,Los Altos,2037300,0,300000,71302
California,CA,Los Altos,1704007,0,218449,81521
California,CA,Palo Alto,1442677,0,149381,81634
California,CA,Palo Alto,1652410,0,148970,82401
California,CA,Palo Alto,2057294,0,217207,78219
California,CA,Compton,1314897,0,56316,52872
California,CA,Palo Alto,1536655,0,128308,90270
California,CA,Palo Alto,1537202,0,101168,80851
California,CA,Cupertino,112955976,372434,142952,80467
California,CA,San Jose,2273767,0,300000,81566
California,CA,San Jose,1927988,0,300000,76196
California,CA,San Jose,19874505,0,133781,61595
California,CA,San Jose,1078547,0,300000,77256
California,CA,San Jose,1027094,0,158396,66055
California,CA,San Jose,2206486,0,54361,60955
California,CA,San Jose,1424934,0,80627,68600
California,CA,Torrance,2660821,6246,58988,48498
California,CA,San Jose,3946021,0,93198,65689
California,CA,San Jose,1391987,0,300000,49184
California,CA,San Jose,1653626,0,95155,79102
California,CA,Morgan Hill,262638588,2019766,108328,81153
California,CA,Morgan Hill,9032013,0,300000,66128
California,CA,Morgan Hill,3721195,0,52788,60514
California,CA,Gilroy,2651377,0,60530,56742
California,CA,Gilroy,23157217,0,101377,72514
California,CA,Gilroy,2218639,0,23417,45981
California,CA,Santa Cruz,2439265,0,300000,77763
California,CA,Carson,2162306,41547,72421,58282
California,CA,Santa Cruz,5426895,0,88192,82402
California,CA,Fremont,1429049,0,82732,67305
California,CA,Santa Cruz,1887464,0,63160,49391
California,CA,Santa Cruz,2130487,858446,28760,85283
California,CA,Santa Cruz,4309482,1775966,33570,64612
California,CA,Watsonville,2961315,0,57047,57514
California,CA,Watsonville,1841007,0,31867,33743
California,CA,Freedom,2441435,0,21145,27341
California,CA,Ben Lomond,3442244,0,70781,56475
California,CA,Placerville,146170226,28806,51547,63021
California,CA,Santa Cruz,7920227,0,51527,77118
California,CA,Norwalk,2462849,72960,57492,47794
California,CA,Soquel,19147688,0,300000,81157
California,CA,Oakland,665991,602434,42966,53402
California,CA,Santa Cruz,3916485,0,300000,43392
California,CA,Santa Cruz,1788076,792147,99076,73415
California,CA,Capitola,2640921,0,65357,71998
California,CA,Soquel,31384843,0,300000,76313
California,CA,Aptos,5546406,0,43006,32179
California,CA,Aptos,8631592,2066146,300000,21760
California,CA,Watsonville,106082625,174881,46030,74180
California,CA,Santa Cruz,0,388534736,0,0
California,CA,Redding,4244527,2108,32828,28388
California,CA,Downey,1686391,0,36506,46458
California,CA,Shasta,21565897,310258,70582,60631
California,CA,Redding,5043244,37443,33666,48882
California,CA,Redding,4671740,410778,50401,57863
California,CA,Redding,3649167,0,20783,38849
California,CA,Redding,2441058,0,99290,83675
California,CA,Redding,50410415,3792530,26547,40575
California,CA,Bella Vista,34929482,388135,51418,57805
California,CA,Anderson,10832948,68915,43467,39815
California,CA,Cottonwood,51593163,1068915,64100,38001
California,CA,Cottonwood,73946337,76071,43397,50069
California,CA,Downey,1297125,0,62764,47300
California,CA,Manton,801809685,4624010,46363,32676
California,CA,Fall River Mills,1291275234,16993670,40096,60858
California,CA,Montague,1422588508,14083116,39354,46713
California,CA,Yreka,715117228,1172765,43058,36915
California,CA,Edgewood,613498711,9799862,46863,36308
California,CA,Dunsmuir,233751126,738203,42739,30334
California,CA,Vallejo,3447803,0,300000,61188
California,CA,Vallejo,1115919,0,46064,57160
California,CA,Vallejo,2101542,632042,76935,66169
California,CA,Vallejo,38613463,58633929,40953,33240
California,CA,Norwalk,711380,0,56320,45218
California,CA,Vallejo,1198604,0,41496,32095
California,CA,Vallejo,861183,212332,32131,44170
California,CA,Vallejo,3247338,1766676,78033,47384
California,CA,Vallejo,2010649,0,300000,47138
California,CA,Vallejo,2244743,281,42719,31834
California,CA,Benicia,2888876,0,59107,47445
California,CA,Fairfield,53720407,523955,81707,53814
California,CA,Fairfield,8507667,22168,109060,66332
California,CA,Fairfield,1790269,0,82934,53225
California,CA,Fairfield,1400875,0,300000,44151
California,CA,Paramount,1265579,0,48202,43963
California,CA,Fairfield,1575532,0,33414,48587
California,CA,Fairfield,894669,7915,300000,35613
California,CA,Bay Point,212095502,79025991,300000,62877
California,CA,Suisun City,1320119,1210,41382,39244
California,CA,Travis Afb,2411374,13175,300000,21896
California,CA,Vacaville,227213557,827251,300000,79982
California,CA,Vacaville,1657085,0,67849,67142
California,CA,Vacaville,2525063,0,110222,54958
California,CA,Vacaville,14363982,25247,137621,56559
California,CA,Vacaville,2481343,0,72504,60355
California,CA,Paramount,1056775,0,45518,38512
California,CA,Vacaville,8160766,338512,70495,50625
California,CA,Vacaville,5593824,12214,99888,86082
California,CA,Dixon,442716038,2198911,300000,62604
California,CA,Dixon,2738070,0,300000,36539
California,CA,Napa,154475367,35808222,88374,79503
California,CA,Sonoma,2695922,0,300000,67300
California,CA,Sonoma,3068495,0,300000,53401
California,CA,Glen Ellen,103146488,93385,87533,81249
California,CA,Petaluma,1670111,0,64460,45197
California,CA,Petaluma,11093822,0,117768,66594
California,CA,Paramount,674629,0,48032,44095
California,CA,Petaluma,2955013,0,113790,58671
California,CA,Petaluma,20405345,0,300000,68744
California,CA,Petaluma,2435058,0,56091,58425
California,CA,Cotati,28414695,29015,30718,38909
California,CA,Rohnert Park,3323886,0,57947,52880
California,CA,Rohnert Park,1115202,0,300000,44862
California,CA,Rohnert Park,2976465,0,300000,40199
California,CA,Rohnert Park,4188287,0,38936,51986
California,CA,Santa Rosa,8793750,26109,22157,21218
California,CA,Santa Rosa,14658760,0,132861,76494
California,CA,Cerritos,1209030,0,99084,70940
California,CA,Santa Rosa,4881688,378780,300000,37909
California,CA,Santa Rosa,2522620,0,36544,47649
California,CA,Santa Rosa,1204483,0,68978,47605
California,CA,Santa Rosa,1320236,0,49766,57222
California,CA,Santa Rosa,20960611,146195,147929,70960
California,CA,Santa Rosa,123021711,26525,94728,61960
California,CA,Santa Rosa,20738835,0,51561,61062
California,CA,Santa Rosa,2053126,0,29644,27902
California,CA,Santa Rosa,2304073,0,74277,68825
California,CA,Santa Rosa,2244331,0,47421,39956
California,CA,Artesia,1535369,0,65765,60100
California,CA,Santa Rosa,24773141,0,34867,67704
California,CA,Santa Rosa,3407358,0,49708,59147
California,CA,Santa Rosa,1711348,0,43854,19133
California,CA,Sebastopol,10829318,0,300000,56935
California,CA,Sebastopol,8670303,0,40710,76513
California,CA,Sebastopol,69502901,48862,84654,68849
California,CA,Monte Rio,74390861,817248,300000,42092
California,CA,Forestville,41324856,340744,64751,71499
California,CA,Windsor,1698065,0,65017,67327
California,CA,Healdsburg,65993012,144585,74331,57949
California,CA,Bellflower,1532426,0,80255,55001
California,CA,Healdsburg,3228205,0,300000,81118
California,CA,Fremont,1580323,0,83058,62314
California,CA,Cloverdale,26617636,77756,48098,59864
California,CA,Stewarts Point,133830030,25643431,62342,66959
California,CA,Knights Ferry,224090753,943513,60401,52073
California,CA,Oakdale,4008619,0,32817,31151
California,CA,Riverbank,1342092,55801,61087,56221
California,CA,Riverbank,41883585,682056,300000,87374
California,CA,Modesto,35268107,3060699,300000,51662
California,CA,Modesto,3895374,0,51925,46605
California,CA,Modesto,3967942,0,82235,55770
California,CA,Long Beach,1431094,98015,59017,49238
California,CA,Modesto,2032453,0,54685,40327
California,CA,Modesto,2496070,0,300000,57711
California,CA,Modesto,1719296,0,36273,36153
California,CA,Modesto,6474351,24596,300000,46846
California,CA,Modesto,1955635,0,14934,32114
California,CA,Modesto,3622625,0,300000,30456
California,CA,Modesto,10910912,53096,300000,45779
California,CA,Modesto,784624,0,48473,22192
California,CA,Modesto,2847994,0,29604,41536
California,CA,Modesto,952386,0,39029,37974
California,CA,Bellflower,2392608,705,80052,58253
California,CA,Modesto,3603814,151393,43868,36391
California,CA,Modesto,2220297,0,30599,35630
California,CA,Ceres,2495210,0,40052,29838
California,CA,Modesto,2233330,143220,70461,48344
California,CA,Oakland,89276568,422337,40206,35286
California,CA,Hughson,22892352,185697,56536,61242
California,CA,Ceres,23953763,0,52526,37314
California,CA,Patterson,15550752,0,53725,51965
California,CA,Newman,17064267,53050,49268,41925
California,CA,Denair,96429246,0,104491,61706
California,CA,Long Beach,908989,0,83734,55097
California,CA,Turlock,2432464,0,14444,45876
California,CA,Turlock,3653961,0,47886,55375
California,CA,Turlock,1296512,0,30961,43724
California,CA,Turlock,2535903,0,32381,45432
California,CA,Yuba City,2066767,0,26630,21888
California,CA,Yuba City,2887379,62808,34240,24250
California,CA,Yuba City,8746236,0,300000,67769
California,CA,Yuba City,22961792,0,59274,49001
California,CA,Yuba City,2436936,0,37236,45759
California,CA,Yuba City,481548510,9385874,37477,37661
California,CA,Long Beach,676132,113158,116596,55180
California,CA,Cottonwood,248630267,1341669,51796,54206
California,CA,Red Bluff,8573921,115475,17193,32098
California,CA,Red Bluff,13550805,0,35030,47688
California,CA,Corning,177307002,4067809,300000,40591
California,CA,Trinity Center,1424243760,66524135,28082,45273
California,CA,Bridgeville,2152560580,4477867,23764,21277
California,CA,Orosi,9567237,0,45936,27297
California,CA,Dinuba,138425990,857291,50813,48835
California,CA,Dinuba,2623777,0,31319,43748
California,CA,Woodlake,40180183,1463951,68507,52715
California,CA,Long Beach,697747,74411,35586,55209
California,CA,Ivanhoe,152607111,31759,31094,22590
California,CA,Visalia,34601269,39512,25640,26322
California,CA,Visalia,4309131,0,41899,57042
California,CA,Visalia,11176604,0,38204,33320
California,CA,Exeter,12859008,0,65645,62995
California,CA,Visalia,48768113,118577,31593,55428
California,CA,Visalia,12556975,0,52759,53132
California,CA,Visalia,2236856,0,87021,62522
California,CA,Visalia,2574053,0,300000,35004
California,CA,Visalia,1294570,0,300000,35808
California,CA,Signal Hill,1691754,0,98688,70882
California,CA,Tulare,2627507,0,49331,45772
California,CA,Tulare,4101983,0,44703,53773
California,CA,Lindsay,126536252,0,53005,59819
California,CA,Lindsay,2870051,0,300000,17400
California,CA,Tulare,4550192,0,17911,7230
California,CA,Tulare,6974551,0,35922,28992
California,CA,Strathmore,148700088,62874,51332,71180
California,CA,Porterville,174101921,1032348,56270,64424
California,CA,Porterville,4677781,105569,23481,32054
California,CA,Porterville,1901145,0,15804,21197
California,CA,Long Beach,3331253,69240,97684,70159
California,CA,Porterville,1272840,0,0,0
California,CA,Earlimart,610964660,295053,27873,31256
California,CA,Ducor,343624661,0,27222,20176
California,CA,Tuolumne,881801275,12144582,69408,63708
California,CA,Sonora,49016990,341371,65336,56792
California,CA,Tuolumne,392369309,1078943,65830,33935
California,CA,Yosemite,2163230390,35504459,300000,29081
California,CA,Ojai,2379828635,8141700,39221,58722
California,CA,Fillmore,44850865,28869,46924,58945
California,CA,Santa Paula,1913918,0,31303,74172
California,CA,Long Beach,421540,0,37062,46629
California,CA,Ojai,9873592,41070,48688,71386
California,CA,Oak View,44530074,8674821,38002,43718
California,CA,Ventura,6640907,3104,300000,50205
California,CA,Ventura,3219868,291633,38511,48301
California,CA,Ventura,2068671,1388,52636,42316
California,CA,Ventura,1328086,0,57370,54072
California,CA,Ventura,11101627,16590,68431,61488
California,CA,Ventura,3758661,16248,45353,41086
California,CA,Ventura,1413652,0,76182,62669
California,CA,Oxnard,4216047,176672,300000,65326
California,CA,Long Beach,320941,0,27408,35071
California,CA,Oxnard,3951422,0,73650,60732
California,CA,Oxnard,2187898,0,81656,52885
California,CA,Oxnard,1035604,0,51963,51867
California,CA,Oxnard,1121235,0,63336,31704
California,CA,Port Hueneme,6775200,632604,50358,41565
California,CA,Oxnard,643757,0,37243,38454
California,CA,Oxnard,805098,0,75796,57774
California,CA,Oxnard,8149647,0,39937,34637
California,CA,Camarillo,2726283,0,98525,64861
California,CA,Camarillo,3266019,0,59958,53603
California,CA,Long Beach,324541,0,31771,38504
California,CA,Camarillo,1736088,24048,84601,63414
California,CA,Newark,2069720,0,87517,59611
California,CA,Oxnard,4101803,0,77203,43618
California,CA,Newbury Park,3899865,0,61183,57573
California,CA,Newbury Park,1845854,0,115449,64913
California,CA,Stevenson Ranch,10694109,0,300000,73465
California,CA,Thousand Oaks,1585397,0,116686,66697
California,CA,Thousand Oaks,2713957,0,300000,66825
California,CA,Thousand Oaks,2441594,0,28700,54609
California,CA,Oak Park,17380661,0,139099,87484
California,CA,Simi Valley,1543250,27798,104198,60656
California,CA,Long Beach,324706,0,40294,38156
California,CA,Thousand Oaks,1734135,0,86750,61106
California,CA,Simi Valley,1729891,199572,300000,72815
California,CA,Moorpark,2286566,0,63550,40849
California,CA,Simi Valley,9006208,538696,300000,61268
California,CA,Simi Valley,1913426,19755,106906,65538
California,CA,Simi Valley,1620274,177573,300000,49146
California,CA,Simi Valley,1389910,7929,80529,58948
California,CA,Simi Valley,1394536,0,300000,70934
California,CA,Simi Valley,48167837,37802,132576,63013
California,CA,Oxnard,1260782,0,87940,51412
California,CA,Long Beach,2682527,298385,93881,76577
California,CA,West Sacramento,3228435,247357,300000,84530
California,CA,West Sacramento,10247745,756079,300000,20352
California,CA,West Sacramento,4769175,306231,300000,51749
California,CA,Sacramento,19259386,1350478,118802,58827
California,CA,Davis,4633048,0,62396,62568
California,CA,Davis,2096252,0,41372,58245
California,CA,Davis,3596007,0,61549,57863
California,CA,Davis,1318615,0,42983,45537
California,CA,Woodland,1951306,0,31596,35215
California,CA,Woodland,1310117,0,37914,48460
California,CA,Inglewood,985475,0,33919,59927
California,CA,Woodland,2532313,0,300000,55862
California,CA,Winters,290146756,462322,47925,77836
California,CA,Esparto,833256543,2152367,66708,61232
California,CA,Marysville,4235346,25602,21677,48990
California,CA,Olivehurst,18222382,361813,28227,39353
California,CA,Plumas Lake,94784155,1391791,300000,38144
California,CA,Beale Afb,101944651,240059,300000,1826
California,CA,Challenge,559316440,17080393,28155,33449
California,CA,Inglewood,800432,0,34832,39538
California,CA,Inglewood,1219662,0,47174,45693
California,CA,Inglewood,696655,0,33877,35118
California,CA,Hawthorne,1937377,0,121088,66863
California,CA,Gardena,1899614,47515,51233,58594
California,CA,Gardena,745751,0,42048,44140
California,CA,Lawndale,666617,0,47795,49119
California,CA,Dublin,3071986,0,103594,62336
California,CA,El Segundo,871913,0,81135,67873
California,CA,Redondo Beach,1351300,0,118296,73445
California,CA,Hermosa Beach,1050402,608120,117114,79729
California,CA,Torrance,1896574,6911,87133,65978
California,CA,Torrance,484186,3639,68757,63699
California,CA,Torrance,1745701,0,124127,74169
California,CA,Lomita,1450575,0,55506,63406
California,CA,Rancho Palos Verdes,2884440,0,113259,74436
California,CA,West Hollywood,607144,0,81273,62772
California,CA,Beverly Hills,1423217,0,112672,85218
California,CA,Pleasanton,4826716,0,84514,79600
California,CA,Santa Monica,660538,0,94342,70300
California,CA,Santa Monica,2600727,0,70708,80957
California,CA,Culver City,4740882,6068,81524,66550
California,CA,Westlake Village,2020592,289880,98696,79952
California,CA,Downey,37347767,1372406,125241,87069
California,CA,Lancaster,1309408,0,35625,41437
California,CA,Lancaster,2093985,0,31652,45201
California,CA,Lancaster,13081673,13036,82203,51820
California,CA,Lake Hughes,22657357,422408,58354,52970
California,CA,Palmdale,3305728,0,58826,54555
California,CA,Livermore,17422343,0,300000,74953
California,CA,Lancaster,2003734,0,31998,31498
California,CA,Palmdale,6663467,55480,46756,41584
California,CA,Canyon Country,5510450,0,101706,60641
California,CA,Saugus,8307925,3968,104350,66080
California,CA,Santa Clarita,2617891,0,86748,56957
California,CA,Canyon Country,2960455,0,89847,66817
California,CA,Valencia,2787140,0,112080,59566
California,CA,Castaic,10414497,930778,0,0
California,CA,Newhall,1505113,0,89739,62022
California,CA,Burbank,2315128,0,0,0
California,CA,Livermore,2674110,0,80464,60139
California,CA,Hawthorne,5308530,0,0,0
California,CA,Carson,2954487,13050,0,0
California,CA,Oakhurst,659848919,3194124,48746,53120
California,CA,Madera,153258680,0,57774,46700
California,CA,Madera,3824594,0,29116,26907
California,CA,Novato,2102398,43053,63399,55785
California,CA,San Rafael,2547796,2234,96061,76771
California,CA,San Anselmo,10645008,0,125998,80463
California,CA,San Rafael,140958,0,0,0
California,CA,Sausalito,1350018,0,35537,41755
California,CA,Oakland,1269350,269265,300000,63527
California,CA,Coulterville,745934896,13671097,47871,47421
California,CA,Willits,26646603,53812,31617,27376
California,CA,Ukiah,5245140,19121,41293,48795
California,CA,Livingston,7172503,0,52037,45702
California,CA,Atwater,22271401,0,300000,70889
California,CA,Merced,4246276,0,54406,53525
California,CA,Merced,3874855,0,29915,30580
California,CA,Dos Palos,231166553,694675,32804,50503
California,CA,Mammoth Lakes,170274660,1657661,56941,50042
California,CA,Salinas,1078841,0,43720,36322
California,CA,Jackson,42398486,19726,44666,55922
California,CA,Salinas,849058,0,39075,39555
California,CA,Salinas,29998969,510793,44381,45809
California,CA,Salinas,142083137,2123146,125043,80308
California,CA,King City,609814423,7519584,54217,63330
California,CA,Pacific Grove,1072136,1840,80875,76110
California,CA,Monterey,3185975,410754,58110,56280
California,CA,Seaside,2650855,362498,51776,37591
California,CA,Watsonville,43437886,4026508,66243,54553
California,CA,Napa,6391441,94788,95574,72016
California,CA,Napa,1856473,0,300000,66824
California,CA,Chico,6244233,0,73616,59231
California,CA,Vallejo,1312532,0,300000,59557
California,CA,St. Helena,6566848,97349,98374,75612
California,CA,Grass Valley,58563902,22539,57035,52527
California,CA,Alta,1300514676,28051665,43836,48221
California,CA,La Habra,1933275,0,74462,61425
California,CA,Fullerton,3126891,7184,98683,63684
California,CA,Fullerton,1750832,0,45492,47294
California,CA,Fullerton,1424308,0,77707,68870
California,CA,Placentia,2069590,37381,101340,68699
California,CA,Placentia,710269,0,47896,45473
California,CA,Chico,4363875,81917,79537,60431
California,CA,Placentia,2870484,0,96711,64545
California,CA,Oakland,230172,0,62784,75651
California,CA,Yorba Linda,5144607,0,300000,71503
California,CA,Orange,4735388,7549,118478,75654
California,CA,Trabuco Canyon,118123535,11213,91827,72337
California,CA,Lake Forest,1455529,0,96357,63833
California,CA,Mission Viejo,2963502,0,102154,68696
California,CA,Rancho Santa Margarita,9784543,383934,121714,71546
California,CA,Ladera Ranch,9374472,231498,134608,85079
California,CA,Capistrano Beach,4170590,2515478,61683,77723
California,CA,Laguna Niguel,5632855,0,76843,72211
California,CA,Magalia,325482537,3681154,44136,40514
California,CA,Laguna Niguel,2280686,0,119559,71848
California,CA,Dana Point,1101007,0,86530,65966
California,CA,Irvine,31543402,142637,130871,76730
California,CA,Irvine,1190675,0,72835,58403
California,CA,Irvine,1342421,19388,70519,63918
California,CA,Newport Beach,11653249,145012,86169,71003
California,CA,Irvine,956838,36787,36966,48960
California,CA,Aliso Viejo,1607597,0,84575,56206
California,CA,Laguna Hills,1766287,0,38747,44622
California,CA,Costa Mesa,4427167,27208,126848,86033
California,CA,Oroville,18244928,7521121,39053,52260
California,CA,Costa Mesa,1352254,0,91372,67103
California,CA,Costa Mesa,2608795,64165,76914,68481
California,CA,Santa Ana,5269814,44984,108086,70531
California,CA,Santa Ana,2031758,110506,68650,41611
California,CA,Tustin,468389,0,38148,36154
California,CA,Santa Ana,470858,0,45706,40796
California,CA,Santa Ana,1630448,39063,65138,73013
California,CA,Tustin,1270775,0,59462,46349
California,CA,Tustin,2111674,0,81347,64613
California,CA,Orange,1598874,0,73669,62057
California,CA,Gridley,29807297,0,58009,59665
California,CA,Garden Grove,1612648,0,48415,39757
California,CA,Anaheim,1453007,0,99910,65690
California,CA,Anaheim,1143900,0,51949,46904
California,CA,Anaheim,1246020,0,57873,52993
California,CA,Anaheim,517079,0,40440,43295
California,CA,Anaheim,1293889,0,57304,53977
California,CA,Garden Grove,1116584,0,57252,53116
California,CA,Garden Grove,1307740,0,51091,42257
California,CA,Garden Grove,1957933,0,46099,52688
California,CA,Santa Ana,1224993,23027,47073,49106
California,CA,Rail Road Flat,463875178,840311,34282,39589
California,CA,Huntington Beach,1056828,155455,122088,70553
California,CA,Fountain Valley,1948874,0,123793,76272
California,CA,Huntington Beach,1225245,0,80712,63439
California,CA,Huntington Beach,1403502,0,67466,54239
California,CA,Huntington Beach,1296044,0,82561,70667
California,CA,Seal Beach,19157348,1255795,300000,49231
California,CA,Westminster,3245226,0,44306,53579
California,CA,Westminster,1279248,0,40068,54276
California,CA,Los Alamitos,1304827,28108,100486,80001
California,CA,Los Alamitos,746772,0,80193,51628
California,CA,Oakley,3569410,0,52572,50623
California,CA,Cypress,670991,0,170068,78369
California,CA,Buena Park,4588612,23818,37128,50268
California,CA,Truckee,22134813,359834,59652,57469
California,CA,Granite Bay,11506387,22118,118455,81773
California,CA,Roseville,2095128,0,59409,54561
California,CA,Roseville,3047741,0,40419,49397
California,CA,Loomis,11842568,0,111436,66046
California,CA,Lincoln,2917792,0,44236,47477
California,CA,Weimar,65348553,5921,64910,54292
California,CA,Roseville,3006182,0,92421,68577
California,CA,Brentwood,6209732,0,101621,69233
California,CA,Lincoln,7914896,0,59391,54882
California,CA,Riverside,496237,0,49139,35091
California,CA,Riverside,3295293,0,97826,74958
California,CA,Riverside,2264167,0,44600,44626
California,CA,Jurupa Valley,12680378,340882,54161,43797
California,CA,Jurupa Valley,4938999,141825,70247,49508
California,CA,Ontario,21355178,4765,92519,59389
California,CA,Corona,2015113,0,89147,55144
California,CA,Riverside,7621400,0,64506,60259
California,CA,Riverside,1244763,0,45757,37365
California,CA,Antioch,1792594,0,46364,45791
California,CA,Riverside,42209853,53716,92706,63321
California,CA,Corona,2413148,0,97855,64008
California,CA,Corona,805656,0,60267,43265
California,CA,Corona,133855735,138452,61730,64948
California,CA,Riverside,5564753,9589,26945,39351
California,CA,Moreno Valley,1018981,0,41903,45756
California,CA,Moreno Valley,3061797,0,48824,45438
California,CA,Moreno Valley,973130,0,44733,40017
California,CA,Moreno Valley,2625610,0,60501,46182
California,CA,Menifee,2689857,720305,78490,58740
California,CA,Pittsburg,9904787,8915279,68358,57259
California,CA,Perris,20570138,27128,65489,44250
California,CA,Nuevo,36628030,118271,71177,46780
California,CA,Lake Elsinore,7305379,0,39068,44091
California,CA,Temecula,1785413,0,41455,43678
California,CA,Temecula,12961912,6543,98833,74953
California,CA,Temecula,4530109,707,94447,55351
California,CA,Murrieta,6137502,24987,57978,52069
California,CA,Hemet,1945617,0,55806,51309
California,CA,Hemet,1295640,0,27581,25883
California,CA,Hemet,20037235,0,27024,53137
California,CA,Pittsburg,1728163,0,59347,52161
California,CA,Beaumont,1662771,0,37617,31376
California,CA,Beaumont,7693922,0,42019,41215
California,CA,Desert Hot Springs,2270916,0,24118,29154
California,CA,Palm Springs,3136510,0,50410,50752
California,CA,Cathedral City,1318456,0,33376,28808
California,CA,Cathedral City,1296821,0,64419,51026
California,CA,Rancho Mirage,23058419,383374,49530,69803
